id	roleID	roletype	cardID	skinId	targetNum	given	displayOrder	time	voicecode	ladyVoicecode	type	priority	showInBook	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desk	desk_zh_TW	desk_en_UK	desk_ja_JP	desk_ko_KR	desk_th_TH	ladyDesk	ladyDesk_zh_TW	ladyDesk_en_UK	ladyDesk_ja_JP	ladyDesk_ko_KR	ladyDesk_th_TH
2277	805	3	805008		0			0	vo_get_card_805008	vo_get_card_805008	14	2	1	1	获得武装	獲得戰鬥員	Obtain Combatant	武装獲得	뽑기로 전투원 획득	ได้รับตัวละคร	店长，欢迎光临La Lune。这边是您的专属座位。	店長，歡迎光臨La Lune。這邊是您的專屬座位。	Welcome, Manager! I'm so glad to see you at La Lune. This seat is just for you!	ようこそ、ラ・リュンヌへ。こちらの店長専用席へどうぞ。	점장님, 어서오세요, 라루네입니다. 이 자리는 점장님 전용석이랍니다	ยินดีต้อนรับ​สู่​ La​ Lune​ ค่ะ​ ผู้จัดการ​ นี่​ที่นั่ง​พิเศษ​สำหรับ​คุณ​ค่ะ​	店长，欢迎光临La Lune。这边是您的专属座位。	店長，歡迎光臨La Lune。這邊是您的專屬座位。	Welcome, Manager! I'm so glad to see you at La Lune. This seat is just for you!	ようこそ、ラ・リュンヌへ。こちらの店長専用席へどうぞ。	점장님, 어서오세요, 라루네입니다. 이 자리는 점장님 전용석이랍니다	ยินดีต้อนรับ​สู่​ La​ Lune​ ค่ะ​ ผู้จัดการ​ นี่​ที่นั่ง​พิเศษ​สำหรับ​คุณ​ค่ะ​
2278	805	3	805008		0			0	vo_touch_card_805008	vo_touch_card_805008	15	2	1	1	养成触摸	養成觸摸	Interaction	養成タッチ	터치 리액션	สัมผัสการพัฒนา	店长是想逗猫玩吗？这是额外的收费项目哦。	店長是想逗貓玩嗎？這是額外的收費專案哦。	Hoping to play with me, Manager? That's an extra service, you know.	店長、もしかしてネコと遊びたい？遊びたいなら別途料金を払って。	점장님은 고양이랑 놀고 싶으신가요? 그건 추가 비용을 지불하셔야 해요	ผู้จัดการ​อยาก​เล่น​กับ​แมว​เหรอ​คะ​?​ นั่น​เป็น​บริการ​พิเศษ​ที่​ต้อง​จ่าย​เพิ่ม​นะคะ​	店长是想逗猫玩吗？这是额外的收费项目哦。	店長是想逗貓玩嗎？這是額外的收費專案哦。	Hoping to play with me, Manager? That's an extra service, you know.	店長、もしかしてネコと遊びたい？遊びたいなら別途料金を払って。	점장님은 고양이랑 놀고 싶으신가요? 그건 추가 비용을 지불하셔야 해요	ผู้จัดการ​อยาก​เล่น​กับ​แมว​เหรอ​คะ​?​ นั่น​เป็น​บริการ​พิเศษ​ที่​ต้อง​จ่าย​เพิ่ม​นะคะ​
2279	805	3	805008		0			0	vo_levelup_805008	vo_levelup_805008	3	2	1	1	升级成功	升級成功	Upgrade Successful	レベルアップ	레벨 업	อัปเกรดสำเร็จ	逗猫棒的绒毛更加细密柔软了。	逗貓棒的絨毛更加細密柔軟了。	The cat teaser is even softer and more delicate now.	ネコじゃらしの毛がもっと柔らかくなった。	고양이 낚싯대의 깃털이 더 부드러워졌어요	ขน​ของ​ไม้​ล่อ​แมว​นุ่ม​ละเอียด​ขึ้น​แล้ว​นะ​	逗猫棒的绒毛更加细密柔软了。	逗貓棒的絨毛更加細密柔軟了。	The cat teaser is even softer and more delicate now.	ネコじゃらしの毛がもっと柔らかくなった。	고양이 낚싯대의 깃털이 더 부드러워졌어요	ขน​ของ​ไม้​ล่อ​แมว​นุ่ม​ละเอียด​ขึ้น​แล้ว​นะ​
2280	805	3	805008		0			0	vo_starup_805008	vo_starup_805008	4	2	1	1	升星成功	升星成功	Star-up Successful	スターアップ	승급	เพิ่มดาวสำเร็จ	全新的逗猫棒……嗯，等会试试逗逗巧克力看看效果如何。	全新的逗貓棒……嗯，等會試試逗逗巧克力看看效果如何。	A brand-new cat teaser... Let's see how it works on Chocola later.	新しいネコじゃらし……うん、あとでショコラで遊んで効果を試してみる。	새로운 고양이 낚싯대립니다… 아, 이따가 쇼콜라한테 어떤지 실험해 봐야겠어요	ไม้​ล่อ​แมว​อัน​ใหม่​...​อืม​ เดี๋ยว​ลอง​เอา​ไป​ล่อ​ช็อก​โก​ล่า​ดู​ว่า​จะ​เป็น​ยังไง​	全新的逗猫棒……嗯，等会试试逗逗巧克力看看效果如何。	全新的逗貓棒……嗯，等會試試逗逗巧克力看看效果如何。	A brand-new cat teaser... Let's see how it works on Chocola later.	新しいネコじゃらし……うん、あとでショコラで遊んで効果を試してみる。	새로운 고양이 낚싯대립니다… 아, 이따가 쇼콜라한테 어떤지 실험해 봐야겠어요	ไม้​ล่อ​แมว​อัน​ใหม่​...​อืม​ เดี๋ยว​ลอง​เอา​ไป​ล่อ​ช็อก​โก​ล่า​ดู​ว่า​จะ​เป็น​ยังไง​
2281	805	3	805008		0			0	vo_battle_start_805008	vo_battle_start_805008	8	2	1	1	战斗开始	戰鬥開始	Battle Start	戦闘開始	전투 개시	เริ่มการต่อสู้	现在是La Lune的营业时间，那边的「客人」请不要捣乱。	現在是La Lune的營業時間，那邊的「客人」請不要搗亂。	La Lune is now open. Guests, please behave.	ラ・リュンヌは営業中。そこの「お客様」たち、イタズラしないで。	지금 라루네 영업시간이니까, 그쪽에 있는 「손님」들은 방해하지 말아 주세요	ตอนนี้​เป็น​เวลาทำการ​ของ​ La​ Lune​ นะคะ​ '​ลูกค้า​'​ ที่อยู่​ตรงนั้น​ กรุณา​อย่า​ก่อกวน​	现在是La Lune的营业时间，那边的「客人」请不要捣乱。	現在是La Lune的營業時間，那邊的「客人」請不要搗亂。	La Lune is now open. Guests, please behave.	ラ・リュンヌは営業中。そこの「お客様」たち、イタズラしないで。	지금 라루네 영업시간이니까, 그쪽에 있는 「손님」들은 방해하지 말아 주세요	ตอนนี้​เป็น​เวลาทำการ​ของ​ La​ Lune​ นะคะ​ '​ลูกค้า​'​ ที่อยู่​ตรงนั้น​ กรุณา​อย่า​ก่อกวน​
2282	805	3	805008		0			0	vo_battle_win_805008	vo_battle_win_805008	9	2	1	1	战斗胜利	戰鬥勝利	Battle Victory	勝利	전투 승리	ชนะการต่อสู้	秩序恢复。店长辛苦了，请稍等片刻，我来准备一下点心和饮料。	秩序恢復。店長辛苦了，請稍等片刻，我來準備一下點心和飲料。	Order restored. Manager, you've had a tough day. Allow me to prepare some refreshments.	落ち着いたみたい。店長、お疲れ様。デザートと飲み物を用意してくる、少し待ってて。	질서를 회복했네요. 점장님 고생하셨어요. 잠시만 기다려주세요. 디저트랑 음료를 준비해 올게요	ความสงบ​กลับคืน​มา​แล้ว​ ขอบคุณ​ผู้จัดการ​ที่​เหนื่อย​นะคะ​ รอ​สักครู่​นะคะ​ ฉัน​จะ​ไป​เตรียม​ของว่าง​กับ​เครื่องดื่ม​	秩序恢复。店长辛苦了，请稍等片刻，我来准备一下点心和饮料。	秩序恢復。店長辛苦了，請稍等片刻，我來準備一下點心和飲料。	Order restored. Manager, you've had a tough day. Allow me to prepare some refreshments.	落ち着いたみたい。店長、お疲れ様。デザートと飲み物を用意してくる、少し待ってて。	질서를 회복했네요. 점장님 고생하셨어요. 잠시만 기다려주세요. 디저트랑 음료를 준비해 올게요	ความสงบ​กลับคืน​มา​แล้ว​ ขอบคุณ​ผู้จัดการ​ที่​เหนื่อย​นะคะ​ รอ​สักครู่​นะคะ​ ฉัน​จะ​ไป​เตรียม​ของว่าง​กับ​เครื่องดื่ม​
2283	805	3	805008		0			0	vo_cuting_805008	vo_cuting_805008	17	2	1	1	大招释放	大招釋放	Release Ultimate	スキル発動	궁극기 시전	ใช้งานอัลติเมท	大家，出来活动了。	大家，出來活動了。	Everyone, let's move out.	みんな、仕事の時間。	다들 나와서 움직이세요	ทุกคน​ ออกมา​ขยับตัว​กัน​ค่ะ​	大家，出来活动了。	大家，出來活動了。	Everyone, let's move out.	みんな、仕事の時間。	다들 나와서 움직이세요	ทุกคน​ ออกมา​ขยับตัว​กัน​ค่ะ​
2284	805	3	805008		0			0	vo_death_805008	vo_death_805008	11	2	1	1	角色死亡	角色死亡	Character Death	死亡	사망	ตัวละครเสียชีวิต	店长……请保护好巧克力……	店長……請保護好巧克力……	Manager... Please keep Chocola safe...	店長……ショコラを、お願い……	점장님… 쇼콜라를 보호해 주세요…	ผู้​จัด​กา​ร.​..​ช่วย​ดู​แลช็อก​โก​ล่า​ด้วย​นะคะ​...​	店长……请保护好巧克力……	店長……請保護好巧克力……	Manager... Please keep Chocola safe...	店長……ショコラを、お願い……	점장님… 쇼콜라를 보호해 주세요…	ผู้​จัด​กา​ร.​..​ช่วย​ดู​แลช็อก​โก​ล่า​ด้วย​นะคะ​...​
2285	805	3	805008		0			0	vo_battle_fail_805008	vo_battle_fail_805008	10	2	1	1	战斗失败	戰鬥失敗	Battle Failed	作戦失敗	전투 패배	พ่ายแพ้การต่อสู้	逗猫棒断了……	逗貓棒斷了……	The cat teaser's broken...	ネコじゃらしが、折れた……	고양이 낚싯대가 부러졌어요…	ไม้​ล่อ​แมว​หัก​ซะ​แล้ว​...​	逗猫棒断了……	逗貓棒斷了……	The cat teaser's broken...	ネコじゃらしが、折れた……	고양이 낚싯대가 부러졌어요…	ไม้​ล่อ​แมว​หัก​ซะ​แล้ว​...​
2286	805	3	805008		0			0	vo_skill3_805008	vo_skill3_805008	20	2	0	1	大招语音	大招語音	Ultimate Voices	スキル時	궁극기 음성	เสียงอัลติเมท	去吧。喵——！	去吧。喵——！	Off you go. Meow!	行って。にゃーん！	간다. 야옹——!	ไปเลย เมี้ยว—!	去吧。喵——！	去吧。喵——！	Off you go. Meow!	行って。にゃーん！	간다. 야옹——!	ไปเลย เมี้ยว—!
2287	805	3	805008		0			0	vo_skill1_805008	vo_skill1_805008	21	2	0	1	A技能语音	A技能語音	A Skill Voices	Aスキル	스킬A 음성	เสียงพากย์สกิล A	目标锁定，电波发射。	目標鎖定，電波發射。	Target locked. Firing the charge.	ターゲットロックオン、電波発射。	목표 고정, 전파 발사	ล็อก​เป้าหมาย​ ปล่อย​คลื่น​ไฟฟ้า​	目标锁定，电波发射。	目標鎖定，電波發射。	Target locked. Firing the charge.	ターゲットロックオン、電波発射。	목표 고정, 전파 발사	ล็อก​เป้าหมาย​ ปล่อย​คลื่น​ไฟฟ้า​
2288	805	3	805008		0			0	vo_skill2_805008	vo_skill2_805008	22	2	0	1	B技能语音	B技能語音	B Skill Voices	Bスキル	스킬B 음성	เสียงพากย์สกิล B	打起精神来吧。	打起精神來吧。	Cheer up now.	元気出して。	힘을 내보자	ฮึดสู้เข้าไว้นะ	打起精神来吧。	打起精神來吧。	Cheer up now.	元気出して。	힘을 내보자	ฮึดสู้เข้าไว้นะ
2289	805	3	805008		0			0	vo_idle_805008	vo_idle_805008	23	2	0	1	待机语音	待機語音	Idle Voices	待機	대기 음성	เสียงท่ารอคำสั่ง	店长，店里还有其他客人在等待，请下达指令吧。	店長，店裡還有其他客人在等待，請下達指令吧。	Manager, more customers need assistance. What's the plan?	店長、他のお客様が待ってる、指示して。	점장님, 가게 안에 다른 손님이 기다리고 있으니까 어서 명령을 내려주세요	ผู้จัดการ​ มี​ลูกค้า​คนอื่น​รอ​อยู่​ กรุณา​ออกคำสั่ง​ด้วย​ค่ะ​	店长，店里还有其他客人在等待，请下达指令吧。	店長，店裡還有其他客人在等待，請下達指令吧。	Manager, more customers need assistance. What's the plan?	店長、他のお客様が待ってる、指示して。	점장님, 가게 안에 다른 손님이 기다리고 있으니까 어서 명령을 내려주세요	ผู้จัดการ​ มี​ลูกค้า​คนอื่น​รอ​อยู่​ กรุณา​ออกคำสั่ง​ด้วย​ค่ะ​
2290	805	3	805008		0			0	vo_attack_hit_805_01	vo_attack_hit_805_01	24	2	0	1	轻受击语音1	輕受擊語音1	Lightly Hit Voices 1	軽傷1	가벼운 피격 음성1	เสียงโดนโจมตีเบา 1	唔！	唔！	Uh!	うっ！	읏!	อึก!	唔！	唔！	Uh!	うっ！	읏!	อึก!
2291	805	3	805008		0			0	vo_attack_hit_805_02	vo_attack_hit_805_02	24	2	0	1	轻受击语音2	輕受擊語音2	Lightly Hit Voices 2	軽傷2	가벼운 피격 음성2	เสียงโดนโจมตีเบา 2	嗯……！	嗯……！	Mm!	んっ……！	으…!	อื้ม...!	嗯……！	嗯……！	Mm!	んっ……！	으…!	อื้ม...!
2292	805	3	805008		0			0	vo_heavy_hit_805_01	vo_heavy_hit_805_01	25	2	0	1	重受击语音1	重受擊語音1	Heavily Hit Voices 1	重傷1	강한 피격 음성1	เสียงโดนโจมตีเบา 1	呜！	嗚！	Ugh!	ぐぅ！	흐앗!	อุ๊ย!	呜！	嗚！	Ugh!	ぐぅ！	흐앗!	อุ๊ย!
2293	805	3	805008		0			0	vo_heavy_hit_805_02	vo_heavy_hit_805_02	25	2	0	1	重受击语音2	重受擊語音2	Heavily Hit Voices 2	重傷2	강한 피격 음성2	เสียงโดนโจมตีเบา 2	啊……！大家小心！	啊……！大家小心！	Ah! Heads up, everyone!	あ……！みんな、気をつけて！	아…! 다들 조심하세요!	อ๊ะ​...!​ ทุกคน​ระวัง​ด้วย​!​	啊……！大家小心！	啊……！大家小心！	Ah! Heads up, everyone!	あ……！みんな、気をつけて！	아…! 다들 조심하세요!	อ๊ะ​...!​ ทุกคน​ระวัง​ด้วย​!​
2294	805	1	0		0	5		0	vo_birthday_805	vo_birthday_805	16	2	0	1	生日祝福	生日祝福	Birthday Message	誕生日	생일 축하	อวยพรวันเกิด	店长，生日快乐。这是为店长特制的黑咖生日蛋糕，富含10倍咖啡因，可以保持24小时的充沛精力。	店長，生日快樂。這是為店長特製的黑咖生日蛋糕，富含10倍咖啡因，可以保持24小時的充沛精力。	Happy birthday, Manager! This dark coffee cake is packed with 10x the caffeine - you'll be energized all day!	店長、誕生日おめでとう。これは店長のための特製ブラックバースデーケーキ。通常の約10倍のカフェインが入っているから、食べたら24時間戦える。	점장님, 생일 축하해요. 이건 제가 점장님을 위해서 만든 특별한 블랙 커피 케이크예요. 카페인이 10배이상 포함되어 있고, 24시간 동안 완벽한 상태를 유지할 수 있답니다	สุขสันต์วันเกิด​ค่ะ​ ผู้จัดการ​ นี่​เค้ก​กาแฟ​ดำ​สูตร​พิเศษ​ที่​ทำให้​คุณ​ มี​คาเฟอีน​เข้มข้น​ 10​ เท่า​ ทำให้​กระปรี้กระเปร่า​ได้​ 24​ ชั่วโมง​เลย​ค่ะ​	店长，生日快乐。这是为店长特制的黑咖生日蛋糕，富含10倍咖啡因，可以保持24小时的充沛精力。	店長，生日快樂。這是為店長特製的黑咖生日蛋糕，富含10倍咖啡因，可以保持24小時的充沛精力。	Happy birthday, Manager! This dark coffee cake is packed with 10x the caffeine - you'll be energized all day!	店長、誕生日おめでとう。これは店長のための特製ブラックバースデーケーキ。通常の約10倍のカフェインが入っているから、食べたら24時間戦える。	점장님, 생일 축하해요. 이건 제가 점장님을 위해서 만든 특별한 블랙 커피 케이크예요. 카페인이 10배이상 포함되어 있고, 24시간 동안 완벽한 상태를 유지할 수 있답니다	สุขสันต์วันเกิด​ค่ะ​ ผู้จัดการ​ นี่​เค้ก​กาแฟ​ดำ​สูตร​พิเศษ​ที่​ทำให้​คุณ​ มี​คาเฟอีน​เข้มข้น​ 10​ เท่า​ ทำให้​กระปรี้กระเปร่า​ได้​ 24​ ชั่วโมง​เลย​ค่ะ​
2295	806	3	806008		0			0	vo_hello_806008_01	vo_hello_806008_01	1	2	1	1	打招呼1	打招呼1	Greeting 1	挨拶1	인사1	ทักทาย 1	店长，到玩游戏时间……休息时间了吗？	店長，到玩遊戲時間……休息時間了嗎？	Manager, is it game time... Oops, I mean, break time?	店長、遊び時間……休み時間、まだ？	점장님, 이제 게임할 시간이라구요… 쉬는 시간 아직 안 됐나요?	ผู้​จัด​กา​ร.​..​ถึง​เวลาเล่น​เก​ม.​..​ ไม่​สิ​ พัก​แล้ว​หรือยัง​คะ​?​	店长，到玩游戏时间……休息时间了吗？	店長，到玩遊戲時間……休息時間了嗎？	Manager, is it game time... Oops, I mean, break time?	店長、遊び時間……休み時間、まだ？	점장님, 이제 게임할 시간이라구요… 쉬는 시간 아직 안 됐나요?	ผู้​จัด​กา​ร.​..​ถึง​เวลาเล่น​เก​ม.​..​ ไม่​สิ​ พัก​แล้ว​หรือยัง​คะ​?​
2296	806	3	806008		0			0	vo_hello_806008_02	vo_hello_806008_02	1	2	1	1	打招呼2	打招呼2	Greeting 2	挨拶2	인사2	ทักทาย 2	……是店长？……唔，好困……呼呼呼……	……是店長？……嗯，好困……呼呼呼……	...Manager? I'm so drowsy... Zzz...	……店長？うぅ、眠い……スヤスヤ。	…점장님이네요? …음, 졸려요… 음냐음냐…	...​ผู้จัดการ​เหรอ​คะ​?...​อื้ม​ ง่วง​จัง​...​หาว​วว​...​	……是店长？……唔，好困……呼呼呼……	……是店長？……嗯，好困……呼呼呼……	...Manager? I'm so drowsy... Zzz...	……店長？うぅ、眠い……スヤスヤ。	…점장님이네요? …음, 졸려요… 음냐음냐…	...​ผู้จัดการ​เหรอ​คะ​?...​อื้ม​ ง่วง​จัง​...​หาว​วว​...​
2297	806	3	806008		1			0	vo_touch_806008_01	vo_touch_806008_01	2	2	1	1	主界面触碰1	主介面觸碰1	Main Screen Interaction 1	タッチ1	메인 화면 터치1	สัมผัสหน้าหลัก 1	店长？……欢迎光临La……Lune。	店長？……歡迎光臨La……Lune。	Manager? Welcome to... La Lune.	店長、ラ・リュンヌにようこそ。	점장님? …라… 루네에… 어서 오세요	ผู้จัดการ​เหรอ​คะ​?...​ยินดีต้อนรับ​สู่​...La​ Lune​ ค่ะ​	店长？……欢迎光临La……Lune。	店長？……歡迎光臨La……Lune。	Manager? Welcome to... La Lune.	店長、ラ・リュンヌにようこそ。	점장님? …라… 루네에… 어서 오세요	ผู้จัดการ​เหรอ​คะ​?...​ยินดีต้อนรับ​สู่​...La​ Lune​ ค่ะ​
2298	806	3	806008		1			0	vo_touch_806008_02	vo_touch_806008_02	2	2	1	1	主界面触碰2	主介面觸碰2	Main Screen Interaction 2	タッチ2	메인 화면 터치2	สัมผัสหน้าหลัก 2	店长是下班了吗？……我想玩小球，还有逗猫棒。	店長是下班了嗎？……我想玩小球，還有逗貓棒。	Off duty, Manager? I feel like playing with the ball and cat teaser.	店長、仕事終わった？ボールと猫じゃらしで遊びたい。	점장님, 퇴근하셨나요? …공을 가지고 놀고 싶어요. 고양이 낚싯대도요	ผู้จัดการ​เลิกงาน​แล้ว​เหรอ​คะ​?...​ฉัน​อยาก​เล่น​ลูกบอล​ กับ​ไม้​ล่อ​แมว​	店长是下班了吗？……我想玩小球，还有逗猫棒。	店長是下班了嗎？……我想玩小球，還有逗貓棒。	Off duty, Manager? I feel like playing with the ball and cat teaser.	店長、仕事終わった？ボールと猫じゃらしで遊びたい。	점장님, 퇴근하셨나요? …공을 가지고 놀고 싶어요. 고양이 낚싯대도요	ผู้จัดการ​เลิกงาน​แล้ว​เหรอ​คะ​?...​ฉัน​อยาก​เล่น​ลูกบอล​ กับ​ไม้​ล่อ​แมว​
2299	806	3	806008		1			0	vo_touch_806008_03	vo_touch_806008_03	2	2	1	1	主界面触碰3	主介面觸碰3	Main Screen Interaction 3	タッチ3	메인 화면 터치3	สัมผัสหน้าหลัก 3	店长的摸摸，痒痒的……店长，这里。	店長的摸摸，癢癢的……店長，這裡。	Your touch... tickles, Manager. Touch here, please.	店長、ここ、かゆい。店長、ここ……あっ、へへ。	점장님이 쓰다듬어 주는 건, 간지러워요… 점장님, 여기요	การลูบ​ของ​ผู้จัดการ​ จั๊กจี้​...​ผู้จัดการ​ ตรงนี้​	店长的摸摸，痒痒的……店长，这里。	店長的摸摸，癢癢的……店長，這裡。	Your touch... tickles, Manager. Touch here, please.	店長、ここ、かゆい。店長、ここ……あっ、へへ。	점장님이 쓰다듬어 주는 건, 간지러워요… 점장님, 여기요	การลูบ​ของ​ผู้จัดการ​ จั๊กจี้​...​ผู้จัดการ​ ตรงนี้​
2300	806	3	806008		3			0	vo_touch_806008_04	vo_touch_806008_04	2	2	1	1	主界面触碰4	主介面觸碰4	Main Screen Interaction 4	タッチ4	메인 화면 터치4	สัมผัสหน้าหลัก 4	小鱼干，很好吃……店长，吃吗？	小魚幹，很好吃……店長，吃嗎？	The dried fish are delicious... Manager, would you like some?	いりこ、おいしい。店長も食べる？	마른 멸치는 정말 맛있어요… 점장님도, 드실래요?	ปลา​แห้ง​ อร่อย​จัง​...​ผู้จัดการ​ กิน​ไหม​คะ​?​	小鱼干，很好吃……店长，吃吗？	小魚幹，很好吃……店長，吃嗎？	The dried fish are delicious... Manager, would you like some?	いりこ、おいしい。店長も食べる？	마른 멸치는 정말 맛있어요… 점장님도, 드실래요?	ปลา​แห้ง​ อร่อย​จัง​...​ผู้จัดการ​ กิน​ไหม​คะ​?​
2301	806	3	806008		6			0	vo_touch_806008_05	vo_touch_806008_05	2	2	1	1	主界面触碰5	主介面觸碰5	Main Screen Interaction 5	タッチ5	메인 화면 터치5	สัมผัสหน้าหลัก 5	店长的手……暖暖的……可可很喜欢。	店長的手……暖暖的……可可很喜歡。	Your hands... They're so warm. I really like them.	店長の手、暖かい。カカオ、好き。	점장님의 손은… 따뜻해서… 카카오는 정말 좋아해요	มือ​ของ​ผู้​จัด​กา​ร.​..​อุ่น​จัง​...​โกโก้​ชอบ​	店长的手……暖暖的……可可很喜欢。	店長的手……暖暖的……可可很喜歡。	Your hands... They're so warm. I really like them.	店長の手、暖かい。カカオ、好き。	점장님의 손은… 따뜻해서… 카카오는 정말 좋아해요	มือ​ของ​ผู้​จัด​กา​ร.​..​อุ่น​จัง​...​โกโก้​ชอบ​
2302	806	3	806008		0			0	vo_get_card_806008	vo_get_card_806008	14	2	1	1	获得武装	獲得戰鬥員	Obtain Combatant	武装獲得	뽑기로 전투원 획득	ได้รับตัวละคร	我叫可可，小女子不才，请多关照。	我叫可可，小女子不才，請多關照。	I'm Cacao. It's great to meet you!	カカオ、と申します。不束者ですが、どうぞよろしくお願いします。	카카오예요. 부족하지만 잘 부탁드려요	ฉัน​ชื่อ​โกโก้​ค่ะ​ ตัวเล็ก​ไม่​ได้​เก่ง​อะไร​หรอก​ ฝากเนื้อฝากตัว​ด้วย​นะคะ​	我叫可可，小女子不才，请多关照。	我叫可可，小女子不才，請多關照。	I'm Cacao. It's great to meet you!	カカオ、と申します。不束者ですが、どうぞよろしくお願いします。	카카오예요. 부족하지만 잘 부탁드려요	ฉัน​ชื่อ​โกโก้​ค่ะ​ ตัวเล็ก​ไม่​ได้​เก่ง​อะไร​หรอก​ ฝากเนื้อฝากตัว​ด้วย​นะคะ​
2303	806	3	806008		0			0	vo_touch_card_806008	vo_touch_card_806008	15	2	1	1	养成触摸	養成觸摸	Interaction	養成タッチ	터치 리액션	สัมผัสการพัฒนา	店长，也喜欢可可的帽子吗？	店長，也喜歡可可的帽子嗎？	Manager, do you like my hat too?	店長もカカオの帽子が好き？	점장님, 카카오의 모자가 맘에 드시나요?	ผู้จัดการ​ชอบ​หมวก​ของ​โกโก้​เหมือนกัน​เหรอ​คะ​?​	店长，也喜欢可可的帽子吗？	店長，也喜歡可可的帽子嗎？	Manager, do you like my hat too?	店長もカカオの帽子が好き？	점장님, 카카오의 모자가 맘에 드시나요?	ผู้จัดการ​ชอบ​หมวก​ของ​โกโก้​เหมือนกัน​เหรอ​คะ​?​
2304	806	3	806008		0			0	vo_levelup_806008	vo_levelup_806008	3	2	1	1	升级成功	升級成功	Upgrade Successful	レベルアップ	레벨 업	อัปเกรดสำเร็จ	帽子……很温暖，可可喜欢。	帽子……很溫暖，可可喜歡。	The hat... It's very warm. I love it.	帽子、かぶると暖かい。カカオ、この帽子が好き。	모자가 …정말 따뜻해요. 카카오는 마음에 들어요	หมวก​...​อุ่น​ดี​ โกโก้​ชอบ​	帽子……很温暖，可可喜欢。	帽子……很溫暖，可可喜歡。	The hat... It's very warm. I love it.	帽子、かぶると暖かい。カカオ、この帽子が好き。	모자가 …정말 따뜻해요. 카카오는 마음에 들어요	หมวก​...​อุ่น​ดี​ โกโก้​ชอบ​
2305	806	3	806008		0			0	vo_starup_806008	vo_starup_806008	4	2	1	1	升星成功	升星成功	Star-up Successful	スターアップ	승급	เพิ่มดาวสำเร็จ	可可……会保护店长的。	可可……會保護店長的。	I... will keep you safe, Manager.	カカオは、店長を守る。	카카오가… 점장님을 보호할게요	โกโก้​...​จะ​ปกป้อง​ผู้จัดการ​เอง​	可可……会保护店长的。	可可……會保護店長的。	I... will keep you safe, Manager.	カカオは、店長を守る。	카카오가… 점장님을 보호할게요	โกโก้​...​จะ​ปกป้อง​ผู้จัดการ​เอง​
2306	806	3	806008		0			0	vo_battle_start_806008	vo_battle_start_806008	8	2	1	1	战斗开始	戰鬥開始	Battle Start	戦闘開始	전투 개시	เริ่มการต่อสู้	坏蛋……可可会打跑他们。	壞蛋……可可會打跑他們。	The baddies... I'll chase them away.	悪い奴は、カカオがやっつける。	나쁜 녀석들은… 카카오가 다 혼내줄 거예요	พวก​คน​ไม่​ดี​...​โกโก้​จะ​ไล่​ให้​หนี​ไป​เอง​	坏蛋……可可会打跑他们。	壞蛋……可可會打跑他們。	The baddies... I'll chase them away.	悪い奴は、カカオがやっつける。	나쁜 녀석들은… 카카오가 다 혼내줄 거예요	พวก​คน​ไม่​ดี​...​โกโก้​จะ​ไล่​ให้​หนี​ไป​เอง​
2307	806	3	806008		0			0	vo_battle_win_806008	vo_battle_win_806008	9	2	1	1	战斗胜利	戰鬥勝利	Battle Victory	勝利	전투 승리	ชนะการต่อสู้	店长，可可赶走坏蛋了，可可想吃小鱼干。	店長，可可趕走壞蛋了，可可想吃小魚幹。	Manager, the baddies are gone. I want dried fish snacks.	店長、悪い奴らはカカオが追っ払った。いりこ、たべたい。	점장님, 카카오가 나쁜 녀석들을 다 쫓아냈어요. 카카오는 마른 멸치가 먹고 싶어요	ผู้จัดการ​ โกโก้​ไล่​คน​ไม่​ดี​ไป​แล้ว​ โกโก้​อยาก​กิน​ปลา​แห้ง​	店长，可可赶走坏蛋了，可可想吃小鱼干。	店長，可可趕走壞蛋了，可可想吃小魚幹。	Manager, the baddies are gone. I want dried fish snacks.	店長、悪い奴らはカカオが追っ払った。いりこ、たべたい。	점장님, 카카오가 나쁜 녀석들을 다 쫓아냈어요. 카카오는 마른 멸치가 먹고 싶어요	ผู้จัดการ​ โกโก้​ไล่​คน​ไม่​ดี​ไป​แล้ว​ โกโก้​อยาก​กิน​ปลา​แห้ง​
2308	806	3	806008		0			0	vo_cuting_806008	vo_cuting_806008	17	2	1	1	大招释放	大招釋放	Release Ultimate	スキル発動	궁극기 시전	ใช้งานอัลติเมท	打飞……坏蛋！	打飛……壞蛋！	Banish... the baddies!	これで、倒す！	나쁜 녀석들은… 날려버려!	จัดการ...พวกคนไม่ดี!	打飞……坏蛋！	打飛……壞蛋！	Banish... the baddies!	これで、倒す！	나쁜 녀석들은… 날려버려!	จัดการ...พวกคนไม่ดี!
2309	806	3	806008		0			0	vo_death_806008	vo_death_806008	11	2	1	1	角色死亡	角色死亡	Character Death	死亡	사망	ตัวละครเสียชีวิต	可可觉得好困……	可可覺得好困……	I feel so sleepy...	眠い……	카카오는 너무 졸려…	โกโก้ง่วงจัง...	可可觉得好困……	可可覺得好困……	I feel so sleepy...	眠い……	카카오는 너무 졸려…	โกโก้ง่วงจัง...
