id	activityId	placeId	unlockRepaintingQuestId	type	pic	unlockLevel	exp	cardExp	battleRules	proposalLevel	costItem	costNum	costNumLose	sceneId	rounds	petLineup	roleNun	repeatButton	powerRatioTeamID	status	levelName	levelName_zh_TW	levelName_en_UK	levelName_ja_JP	levelName_ko_KR	levelName_th_TH	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
1133702	2	203		2	200:activity_mountain_chapter_configuration_14	1133701			1	60000	9000076	10		82311	99	0	4	0	0	1	3-2	3-2	3-2	3-2	3-2	3-2	地龙翻身	地龍翻身	Earth Dragon Awaking	寝返りを打った地龍	꿈틀대는 지룡	พลิกสถานการณ์	半山腰十分寒冷，艾可变猫钻进你怀中取暖。你们再次遇到人参傀，对方并非恶性傀，而是正规修行的人参童子。你们得知地龙翻身的消息，疑似有九狱家伙逃出，艾可下山报信，你、辞青以及玛莉娜继续上山。	半山腰十分寒冷，艾可變貓鑽進你懷中取暖。你們再次遇到人參傀，對方並非惡性傀，而是正規修行的人參童子。你們得知地龍翻身的消息，疑似有九獄傢伙逃出，艾可下山報信，你、辭青以及瑪莉娜繼續上山。	Halfway up the icy mountain, Echo transformed into a cat and nestled into your arms for warmth. You encountered the ginseng doll Anomalies again, but this time they were ginseng children diligently cultivating. You learned that the earth dragon had awakened, indicating that creatures from the Nine Hells had escaped. Echo headed back down to relay the news, while you, Savanna, and Marlena continued your journey.	山の中腹は非常に寒く、アイコは猫に変身してあなたの懐に潜り込み、温まろうとした。再び遭遇したオタネニンジンの傀は、悪質なものではなく、修行を積んだオタネニンジンわらしであることが分かった。彼らから地龍が寝返りを打ち、九獄から何者かが逃げ出したという情報を得た。アイコはその情報を伝えるために急いで山を下り、あなた、辞青、そしてマリナはさらに山を登り続けることになった。	산등성이는 너무 춥다. 고양이로 변한 에코는 품에 쏙 안겨 온기를 구한다. 그때 인삼 퍼펫을 또 마주치게 되는데, 이번엔 악성 퍼펫이 아니고, 정식으로 수행을 하고 있는 인삼 동자이다. 지룡의 이야기를 들은 일행은 구옥 안의 존재가 빠져나온 것은 아닐까 의심하게 되는데... 에코는 내려가 소식을 전하고, 당신과 지세이, 마리나는 계속 산을 오른다	บน​เนินเขา​ที่​หนาวเหน็บ​ เอ​ค​โค​แปลงร่าง​เป็น​แมว​ซุก​อก​คุณ​เพื่อให้​ความอบอุ่น​ ระหว่างทาง​พวกคุณ​พบ​หุ่นเชิด​โสม​ แต่​มัน​กลับเป็น​โสม​เด็ก​ที่​บำเพ็ญ​เพียร​ตามปกติ​ ไม่​ใช่​หุ่นเชิด​อันตราย​ พวกคุณ​ได้รับ​ข่าว​ว่า​ "​มังกร​ดิน​พลิกตัว​"​ และ​อาจ​มี​นักโทษ​จาก​เก้า​นรก​หลบหนี​ เอ​ค​โค​จึง​ลง​เขา​ไป​แจ้ง​ข่าว​ ส่วน​คุณ​ ซาวันน่า​ และ​มา​รี​น่า​ยังคง​มุ่งหน้า​ไป​ต่อ​
1133703	2	203		2	200:activity_mountain_chapter_configuration_15	1133702			1	60000	9000076	10		82311	99	0	4	0	0	1	3-3	3-3	3-3	3-3	3-3	3-3	移动森林	移動森林	The Moving Forest	移動する森	움직이는 숲	ป่าเคลื่อนที่	你们发现森林的位置移动，辞青说这是大阵被打开征兆。原来山神疑似遭遇污染，而幕后黑手似乎提前发起了进攻。辞青讲述神师府与山神相关机制及庆典意义，此时你们的最佳选择是寻找山神弟子鹿泽。	你們發現森林的位置移動，辭青說這是大陣被打開徵兆。原來山神疑似遭遇污染，而幕後黑手似乎提前發起了進攻。辭青講述神師府與山神相關機制及慶典意義，此時你們的最佳選擇是尋找山神弟子鹿澤。	You soon realized that the forest had shifted its position. Savanna explained that this indicated a disruption in the great formation. It seemed the Mountain Spirit had been corrupted, and a hidden force had launched a preemptive attack. She elaborated on the Spirit Guide Order, the Mountain Spirit's mechanisms, and the festival's significance. Your best course of action was to find Fawn, the Mountain Spirit's disciple.	あなたたちは森が動いていることに気づき、辞青はそれが陣の開放を示す兆しだと語った。どうやら山神は汚染されている可能性があり、黒幕はすでにその計画を始めているようだ。辞青は、神師府と山神に関連する仕組みや、山神祭りの重要な意義について説明してくれた。現在、最も適切な行動は、山神の弟子である鹿沢を探し、彼に助けを求めることだと判断された。	숲이 계속 이동하잖아? 지세이는 이건 진이 열릴 징조라고 한다. 산신이 오염된 틈을 타 흑막이 공격을 시작한 듯하다. 한편 지세이은 신사부와 산신의 관계, 축제가 갖는 의미에 대해 얘기해 주는데... 지금 최선의 선택은 산신의 제자인 녹택을 찾는 것이다	คุณ​พบ​ว่า​ตำแหน่ง​ของป่า​ได้​เปลี่ยนไป​ ซาวันน่า​กล่าวว่า​นี่​เป็น​สัญญาณ​ว่า​วง​เวท​ขนาดใหญ่​ได้​ถูก​เปิด​ออก​แล้ว​ ที่จริง​แล้ว​เทพ​ภูผา​อาจจะ​ได้รับ​ผลกระทบ​จาก​มลพิษ​ และ​ผู้​ที่อยู่​เบื้องหลัง​อาจจะ​เริ่ม​โจมตี​ล่วงหน้า​ก่อน​แล้ว​ ซาวันน่า​เล่า​ให้​ฟัง​ถึง​กลไก​ของ​สำนัก​เทพ​ที่​เกี่ยวข้อง​กับ​เทพ​ภูผา​และ​ความสำคัญ​ของ​การเฉลิมฉลอง​ ตอนนี้​ทางเลือก​ที่​ดี​ที่สุด​ของ​คุณ​คือ​ตามหา​ลูกศิษย์​ของ​เทพ​ภูผา​ที่​ชื่อ​ลู่​เจ๋อ​
1133704	2	203		1	200:activity_mountain_chapter_configuration_16	1133703			1	60000					99	0	4	0	0	1	3-4	3-4	3-4	3-4	3-4	3-4	不可貌相	不可貌相	Deceptive Appearances	人は見かけによらぬもの	겉모습으로 판단하면 안 돼	อย่ามองคนแค่ภายนอก	找到鹿泽时，他正在砍竹子，称林师傅要做竹筒饭。辞青询问山神情况，鹿泽表示无异样。因大阵移动此时出去可能会有危险，且鹿泽至关重要，你们决定和他一起回山庄。辞青劝告你们不要小瞧鹿泽，他的实力不容小觑。	找到鹿澤時，他正在砍竹子，稱林師傅要做竹筒飯。辭青詢問山神情況，鹿澤表示無異樣。因大陣移動此時出去可能會有危險，且鹿澤至關重要，你們決定和他一起回山莊。辭青勸告你們不要小瞧鹿澤，他的實力不容小覷。	When you found Fawn, he was busy chopping bamboo, mentioning that Chef Lin wanted to make Bamboo Rice. Savanna inquired about the Mountain Spirit's condition, and Fawn assured her that everything was fine. Given the dangers outside and Fawn's crucial role, you decided to stay at the resort with him. Savanna cautioned you not to underestimate Fawn—his strength was not to be taken lightly.	鹿沢が竹を切っている場面を目にし、林が竹筒ご飯を作るために竹を集めていることをしった。辞青は山神の状況について尋ねたが、鹿沢は異常はないと返答した。しかし、陣が移動している時期に外に出るのは危険だということがわかり、鹿沢の重要性を考慮して、あなたたちは彼と一緒に山荘に戻ることに決めた。辞青は鹿沢を過小評価しないように警告し、彼の実力が侮れないことを強調した。	녹택은 죽통밥을 만들려는 임 사부를 위해 대나무를 베고 있다. 지세이가 산신의 상태에 대해 묻지만, 녹택은 문제없다고 답할 뿐인데... 진이 움직이는 동안 나가는 건 위험하기도 하고, 녹택이 워낙 중요한 존재이다 보니 함께 산장으로 돌아가기로 한다. 지세이는 녹택을 얕보면 안 된다고 강조하는데... 보기보다 녹택의 능력이 대단한 듯하다	ตอนที่​หา​ลู่​เจ๋อ​พบ​ เขา​กำลัง​ตัด​ไผ่​ และ​บอ​กว่า​อา​จาร์ย​หลิน​กำลังจะ​ทำ​ข้าว​ใน​กระบอก​ไผ่​ เมื่อ​ซาวันน่า​ถามถึง​สถานการณ์​ของ​เทพ​ภูผา​ ลู่​เจ๋อ​แสดงออก​ว่า​ไม่​มี​สิ่งผิดปกติ​ แต่​เนื่องจาก​การ​เคลื่อนย้าย​ขอ​งวง​เวท​ การออกไป​ตอนนี้​อาจ​เป็นอันตราย​ และ​ลู่​เจ๋อ​มีความสำคัญ​มาก​ จึง​ตัดสินใจ​เดินทาง​กลับ​ไป​ที่​รีสอร์ท​บน​ภูเขา​พร้อมกับ​เขา​ ซาวันน่า​เตือน​ว่า​อย่า​มองข้าม​ลู่​เจ๋อ​ ความสามารถ​ของ​เขา​นั้น​ไม่​ควร​ประมาท​
1133705	2	203		1	200:activity_mountain_chapter_configuration_17	1133704			1	60000					99	0	4	0	0	1	3-5	3-5	3-5	3-5	3-5	3-5	竹筒蒸饭	竹筒蒸飯	Steamed Bamboo Rice	竹筒ご飯	죽통밥	ข้าวในกระบอกไม้ไผ่	在山庄吃竹筒饭，林师傅与玛莉娜谈及往事。林师傅曾帮松田先生，多年后，成为乌冬面大师的松田先生，拜托玛莉娜前来道谢，了却自己的心愿。林师傅想到自己的遗憾大概已无法弥补，感慨遗憾或许也是一种完满的结局。	在山莊吃竹筒飯，林師傅與瑪莉娜談及往事。林師傅曾幫松田先生，多年後，成為烏冬面大師的松田先生，拜託瑪莉娜前來道謝，了卻自己的心願。林師傅想到自己的遺憾大概已無法彌補，感慨遺憾或許也是一種完滿的結局。	While enjoying the Bamboo Rice at the resort, Chef Lin and Marlena reminisced about past events. Lin had once assisted Mr. Matsuda, who later became an udon master. Mr. Matsuda had asked Marlena to express his gratitude, fulfilling his last wish. Lin reflected on his own regrets, acknowledging that while they might be irreparable, even regret could lead to a sense of completion.	山荘で竹筒ご飯を楽しんでいると、林はマリナと昔の出来事を語り始めた。林はかつて松田先生を助けたことがあり、数年後、松田先生はうどんの達人となり、願いを果たすためにマリナを通して林に感謝の気持ちを伝えようと頼んだのだ。林は自分の過去の無念について、もう取り戻せないだろうと感じたが、完璧であることよりも不完全さこそがいい結末ではないかと、感慨深く思っていた。	산장에서 죽통밥을 먹으며 임 사부가 마리나와 과거 이야기를 나눈다. 임 사부는 마츠다 씨를 도운 적이 있는데, 세월이 흐른 후 우동의 대가가 된 마츠다 씨는 마리나에게 대신 감사의 말을 전해달라고 부탁한 모양이다. 임 사부는 미처 채우지 못한 아쉬움이 있다는 걸 알지만, 아쉬움이 남는 것도 어쩌면 완벽한 결말 중 하나라고 여긴다.	ในขณะที่​นั่ง​ทานข้าว​กระบอกไม้ไผ่​ที่​รีสอร์ท​บน​ภูเขา​ อา​จาร์ย​หลิน​และ​มา​รี​น่า​ก็​พูดคุย​กัน​เกี่ยวกับ​เรื่องราว​ใน​อดีต​ โดย​อา​จาร์ย​หลิน​เคย​ช่วยเหลือ​คุณ​ซงเที๋ยน​ไว้​ ผ่าน​ไป​หลาย​ปี​ คุณ​ซงเที๋ยน​ก็​กลายเป็น​ปรมาจารย์​ด้าน​เส้น​อุด้ง​ และ​เขา​ยัง​ขอให้​มา​รี​น่า​มา​แสดง​ความ​ขอบคุณ​และ​ทำ​ความปรารถนา​ของ​ตัวเอง​ให้​เป็นจริง​ อา​จาร์ย​หลิน​รู้สึก​ว่า​ความเสียดาย​ของ​เขา​อาจจะ​ไม่​สามารถ​แก้ไข​ได้​อีกแล้ว​ และ​คิด​ว่า​บางครั้ง​ ความเสียดาย​อาจ​เป็น​จุดจบ​ที่​สมบูรณ์แบบ​รูปแบบ​หนึ่ง​ก็​เป็นได้​
1133801	2	204		1	200:activity_mountain_chapter_configuration_18	1133705			1	70000					99	0	4	0	0	1	4-1	4-1	4-1	4-1	4-1	4-1	遗憾之境	遺憾之境	Realm of Regret	無念の境	아쉬움이란	แดนแห่งความเสียดาย	你触发情绪瓶进入林师傅遗憾之境，需要经历林师傅的过去，并做出正确选择。祈用自己的修为帮你兜底。来到林师傅的过去，你面临是否拯救受伤小鹿的选择。选择过后，第一段「过去」结束了。	你觸發情緒瓶進入林師傅遺憾之境，需要經歷林師傅的過去，並做出正確選擇。祈用自己的修為幫你兜底。來到林師傅的過去，你面臨是否拯救受傷小鹿的選擇。選擇過後，第一段「過去」結束了。	You activated the Pathos Vessel, entering Chef Lin's Realm of Regret. As you relived his past, you needed to make the right choices, with Qi supporting you through her cultivation. In the first part, you faced the decision of whether to save an injured deer. After making your choice, the first segment concluded.	エモーションボトルを通じて、あなたは林の無念の境地に入ることになった。林の過去を再び体験し、正しい選択をしなければならない。祈は万が一の場合、彼女の修行でサポートすると約束してくれた。林の過去の中で、あなたは怪我をした鹿を助けるべきかどうかの選択を迫られる。その選択を終えた後、第一章の「過去」が終了した。	이모션 보틀의 히든 기능이 발동해 임 사부의 아쉬움이 무엇인지 알 수 있게 된다. 임 사부가 겪은 과거로 돌아가 올바른 선택을 해야 한다. 기는 자신의 능력으로 당신의 선택을 돕는다. 드디어 마주한 임 사부의 과거, 어린 사슴을 구할지 선택해야 한다. 선택 후, 첫 번째 ‘과거’의 기억은 끝이 난다	คุณ​ใช้​ขวด​พา​โธส​และ​เข้าสู่​แดน​แห่ง​ความเสียดาย​ของ​อา​จาร์ย​หลิน​ ต้อง​สัมผัส​กับ​อดีต​ของ​เขา​ และ​ทำ​การตัดสินใจ​ที่​ถูกต้อง​ ฉี​ใช้​พลัง​ของ​ตัวเอง​เพื่อ​ช่วยเหลือ​คุณ​ เมื่อ​คุณ​มาถึง​อดีต​ของ​อา​จาร์ย​หลิน​ คุณ​ก็ได้​เผชิญหน้า​กับ​การ​เลือก​ว่า​จะ​ช่วยเหลือ​ลูก​กวาง​ที่​บาดเจ็บ​หรือไม่​ เมื่อ​คุณ​ทำการ​เลือก​แล้ว​ ช่วงแรก​ของ​ "​อดีต​"​ ก็​สิ้นสุดลง​
1133802	2	204		1	200:activity_mountain_chapter_configuration_19	1133801			1	70000					99	0	4	0	0	1	4-2	4-2	4-2	4-2	4-2	4-2	人生漫漫	人生漫漫	The Journey of Life	人生行路	인생의 흐름	ชีวิตอันยาวนาน	回顾之前选择，第二段「过去」展开。你接着体验了林师傅与一位女孩的相处、林师傅开餐馆、索求承诺被拒、遇到家人等等的过去。面临是否回归御龙城的选择，你做出了自己的判断，第二段「过去」结束。	回顧之前選擇，第二段「過去」展開。你接著體驗了林師傅與一位女孩的相處、林師傅開餐館、索求承諾被拒、遇到家人等等的過去。面臨是否回歸禦龍城的選擇，你做出了自己的判斷，第二段「過去」結束。	Reflecting on your previous choices, the second part of Lin's past unfolded. You witnessed his interactions with a girl, the opening of his restaurant, a broken promise, and encounters with his family. Faced with the decision to return to Dragon City, you made your judgment, concluding the second part.	前の選択を振り返りながら、第二章の「過去」が展開される。彼とある少女との付き合い、レストランの開店、拒まれた約束、そして家族との再会など、あなたは彼の人生の重要な瞬間に立ち会うことになる。御龍城に戻るべきかどうかの選択を迫られ、あなたは自分なりの判断を下し、第二章の「過去」が終了した。	이전 선택을 복기하며 두 번째 ‘과거’가 시작된다. 한 여자아이와 만나는 임 사부의 과거를 체험한다. 임 사부는 식당을 열고 여자아이에게 뭔가를 부탁했으나, 거절당한 뒤 가족을 만나게 된다. 어룡성으로 돌아갈지 여부를 두고 판단을 내린다. 그렇게 두 번째 ‘과거’의 기억도 끝이 난다	เมื่อ​ทบทวน​การตัดสินใจ​ครั้งก่อน​ ช่วง​ที่สอง​ของ​ "​อดีต​"​ ก็ได้​เปิดเผย​ออกมา​ คุณ​ได้​สัมผัส​ประสบการณ์​การ​อยู่​ร่วมกับ​เด็กผู้หญิง​คน​หนึ่ง​ของ​ อา​จาร์ย​หลิน​ การ​เปิด​ร้านอาหาร​ของ​อา​จาร์ย​หลิน​ การ​ถูก​ปฏิเสธ​คำมั่นสัญญา​ การ​พบ​เจอ​กับ​คนใน​ครอบครัว​ และ​อื่นๆ​ ที่​เกี่ยวข้อง​กับ​อดีต​ของ​เขา​ เมื่อ​เผชิญ​กับ​การ​เลือก​ว่า​จะ​กลับ​ไป​ยัง​เมือง​อวี้หลง​หรือไม่​ คุณ​ได้​ทำ​การตัดสินใจ​ตัวเลือก​ของ​ตน​ และ​ช่วง​ที่สอง​ของ​ "​อดีต​"​ ก็​สิ้นสุดลง​
1133803	2	204		2	200:activity_mountain_chapter_configuration_20	1133802			1	80000	9000076	10		82311	99	0	4	0	0	1	4-3	4-3	4-3	4-3	4-3	4-3	除魔之夜	除魔之夜	The Night of Exorcism	魔除けの夜	정화의 밤	คืนไล่ปีศาจ	最好的选择便是与现实一致的选择。雾非收回情绪瓶，帮你们与山神建立联系，但需要你们为其除瘴。除瘴成功后，山神出现，了结与林师傅的因果。林师傅拜师成功，成为鹿泽的师弟。玛莉娜任务完成离开。	最好的選擇便是與現實一致的選擇。霧非收回情緒瓶，幫你們與山神建立聯繫，但需要你們為其除瘴。除瘴成功後，山神出現，了結與林師傅的因果。林師傅拜師成功，成為鹿澤的師弟。瑪莉娜任務完成離開。	The best choice aligned with reality. Fata retrieved the Pathos Vessel, helping you establish a connection to the Mountain Spirit, but first, you had to cleanse its corruption. Upon succeeding, the Mountain Spirit appeared, resolving its ties with Chef Lin, who then became Mountain Spirit's junior disciple. Marlena completed her task and departed.	最良の選択は、現実と一致する選択だ。霧非はエモーションボトルを回収し、山神とのつながりを築いてくれたが、山神の瘴気を浄化するようあなたたちに頼んだ。瘴気浄化が無事に成功した後、山神が現れ、林との因果を終結した。林は山神の弟子となり、鹿沢の弟弟子として迎えられた。マリナの使命は完了し、その場を離れていった。	결국은 현재가 최선의 선택 후 맞이하게 되는 결과였다. 이모션 보틀을 돌려받은 무히 대인은 산신을 불러낸 후 일행에게 정화를 부탁한다. 정화 후 모습을 드러낸 산신은 임 사부와의 일을 마무리 짓는다. 그렇게 임 사부는 산신의 제자이자 녹택의 사제가 되고, 임무를 끝낸 마리나는 돌아간다	การ​เลือก​ที่​ดี​ที่สุด​คือ​การ​เลือก​ที่​สอดคล้อง​กับ​ความเป็นจริง​ เฟต้า​เก็บ​ขวด​พา​โธส​คืน​ และ​ช่วย​ให้​พวกคุณ​เชื่อมต่อ​กับ​เทพ​ภูผา​ แต่​พวกคุณ​ต้อง​ขจัด​มลพิษ​ให้​เขา​เสีย​ก่อน​ เมื่อ​ขจัด​มลพิษ​สำเร็จ​ เทพ​ภูผา​ปรากฏตัว​ และ​ทำให้​ความสัมพันธ์​กับ​อา​จาร์ย​หลิน​จบ​ลง​ อา​จาร์ย​หลิน​ประสบความสำเร็จ​ใน​การ​ขอ​เป็น​ศิษย์​ และ​กลายเป็น​ศิษย์​น้อง​ของ​ลู่​เจ๋อ​ ส่วน​มา​รี​น่า​ทำ​ภารกิจ​ได้​สำเร็จ​และ​จากไป​
1133804	2	204		1	200:activity_mountain_chapter_configuration_21	1133803			1	80000					99	0	4	0	0	1	4-4	4-4	4-4	4-4	4-4	4-4	新年快乐！	新年快樂！	Happy New Year!	新年おめでとう！	새해 복 많이 받아!	สุขสันต์ปีใหม่!	美食大赛继续，你们获得了第一名。辞青打听得知，山神早已与云麓城联手布局。你们的除瘴也为最终胜利做出关键贡献。辞青升职，离开神兵营，负责在世界各地寻找幕后黑手的踪迹。庆典开始，你与辞青互祝新年。	美食大賽繼續，你們獲得了第一名。辭青打聽得知，山神早已與雲麓城聯手佈局。你們的除瘴也為最終勝利做出關鍵貢獻。辭青升職，離開神兵營，負責在世界各地尋找幕後黑手的蹤跡。慶典開始，你與辭青互祝新年。	The culinary competition continued, and you secured first place. Savanna learned that the Mountain Spirit had already collaborated with Cloud City. Your efforts in exorcism were crucial to this victory. Savanna was promoted, leaving the Divine Guards to track the hidden force worldwide. The festival began, and you and Savanna exchanged New Year's wishes.	グルメ大会が続き、あなたたちは優勝を果たした。辞青が調べたところ、山神はすでに雲麓城と手を組んで、長い間策を巡らせていたことが分かる。あなたたちの瘴気浄化が最終的な勝利に大きな貢献を果たした。辞青は昇進し、神兵営を離れ、世界各地で黒幕の足取りを追い続けることになった。祭りの最中、あなたと辞青は新年を迎える祝辞を交わした。	미식 대회는 계속 이어지고, 일행은 우승을 차지한다. 지세이는 산신이 이미 운록성과 협력하고 있었다는 사실과, 그 과정에서 특히 일행의 정화가 크게 기여했다는 사실을 알게 된다. 승진하게 된 지세이는 신병영을 떠나 세계 각지를 돌아다니며 흑막의 행적을 찾는 일을 맡게 되고, 축제가 시작된 후 지세이와 새해를 축원하는 덕담을 나눈다	ศึก​กระทะ​เหล็ก​ยังคง​ดำเนินต่อไป​ พวกคุณ​ได้​อันดับ​ที่หนึ่ง​ ซาวันน่า​ได้ข่าว​ว่า​เทพ​ภูผา​กับ​เมือง​หยุ​น​ลู่​ได้​ร่วมกัน​วางแผน​ไว้​ล่วงหน้า​แล้ว​ การ​ขจัด​มลพิษ​ของ​พวกคุณ​ก็​มี​ส่วนสำคัญ​ใน​การ​นำไปสู่​ชัยชนะ​สุดท้าย​ ซาวันน่า​ได้รับ​การ​เลื่อนตำแหน่ง​ ออกจาก​ค่ายทหาร​ศักดิ์สิทธิ์​ และ​ได้​รับมอบหมาย​ให้​ไป​สืบหา​ตัว​ผู้อยู่เบื้องหลัง​จาก​ทั่วโลก​ เทศกาล​เริ่มต้น​ คุณ​กับ​ซาวันน่า​ต่าง​ก็​อวยพร​ปีใหม่​ให้​กันและกัน​
1133805	2	204		1	200:activity_mountain_chapter_configuration_22	1133804			1	80000					99	0	4	0	0	1	4-5	4-5	4-5	4-5	4-5	4-5	风雪夜归人	風雪夜歸人	Homecoming in the Snowy Night	風雪夜帰人	눈보라를 뚫고	กลับบ้านในคืนหิมะตก	辞青带你们跑蝴蝶温泉，雾非竟然也来到现场，你的存在改变了未来，也让她对你产生了浓厚的兴趣。新海市的贝克猫餐厅，众人早已期盼着你的归来，而你也不负众望，在新海市新年到来之前赶回，与大家团聚守岁。	辭青帶你們跑蝴蝶溫泉，霧非竟然也來到現場，你的存在改變了未來，也讓她對你產生了濃厚的興趣。新海市的貝克貓餐廳，眾人早已期盼著你的歸來，而你也不負眾望，在新海市新年到來之前趕回，與大家團聚守歲。	Savanna led you to the Butterfly Hot Springs, where Fata made a surprising appearance. Your presence had altered the future, sparking Fata's deep interest in you. At Baker's Cafe in Catto City, everyone eagerly awaited your return. You didn't disappoint, rushing back before the New Year to reunite with them.	辞青はあなたたちを蝶々温泉に連れて行き、霧非も現れた。あなたの存在が未来を変え、霧非はあなたに強い興味を持つようになった。新海市のベイカーキャットレストランでは、皆があなたの帰りを待ち望んでいた。あなたはその期待に応え、新春を迎える前に戻り、皆と一緒に新春を祝った。	지세이의 손에 이끌려 간 나비 온천, 뜻밖에도 무히가 그 자리에 나타난다. 무히는 미래를 바꾼 나라는 존재에 대해 큰 관심을 보인다. 뉴오션 시티의 베이커캣 레스토랑, 모두 내가 돌아오기만 기다리고 있다. 그 기대를 저버리지 않고 뉴오션 시티 새해 전에 돌아가 모두와 함께 새해를 맞이한다	ซาวันน่า​พา​คุณ​ไป​ที่​บ่อน้ำพุร้อน​ผีเสื้อ​ เฟต้า​ก็​มา​ด้วย​เช่นกัน​ การ​มี​อยู่​ของ​คุณ​ได้​เปลี่ยนแปลง​อนาคต​ และ​ทำให้​เธอ​เกิด​ความสนใจ​ใน​ตัว​คุณ​อย่าง​ลึกซึ้ง​ ที่​เบเกอร์​คาเฟ่​ใน​เมือง​แค​ทโตะ​ ซิตี้​ ทุกคน​ต่าง​รอคอย​การ​กลับมา​ของ​คุณ​ และ​คุณ​ก็​ไม่​ทำให้​ผิดหวัง​ รีบ​กลับมา​ให้​ทัน​ก่อน​ปีใหม่​ที่​เมือง​แค​ทโตะ​ ซิตี้​ เพื่อ​ฉลอง​ปีใหม่​ร่วมกับ​ทุกคน​
1133911	3	301		1	208:activity_oldnews_chapter_configuration_2	0			1	15000					99	0	4	0	0	1	1-1	1-1	1-1	1-1	1-1	1-1	步入回忆	步入回憶	Stepping Into Memory	思い出にふける	추억 속으로	ก้าวสู่ความทรงจำ	睹物思人，回忆中，小白曾趁着餐厅歇业无人之时，揭开隐秘真相。艾可带回神秘快递，这份来自闻心茶社的 “礼物”，带来了新的伙伴，却也是小白告别的开始……	睹物思人，回憶中，小白曾趁著餐廳歇業無人之時，揭開隱秘真相。艾可帶回神秘快遞，這份來自聞心茶社的 “禮物”，帶來了新的夥伴，卻也是小白告別的開始……	A memory resurfaces: during the cafe's closure, Shiro uncovered a hidden truth. Echo returned with a package from Whispering Teahouse—a gift that introduces a new ally.	ある物を見て、ある人を思い出す。記憶の中で、シロはレストランが閉店後、誰もいない時を狙って、隠された真実を明かした。アイコが謎の小包を持ち帰る。聞心茶社からのこの「贈り物」は新たな仲間をもたらすと同時に、シロとの別れの始まりでもあったのだ……	물건을 보며 사람을 떠올린다. 추억 속에서, 화이트는 레스토랑이 쉬는 틈을 타 아무도 모르게 숨겨진 진실을 밝혀냈다. 에코는 문심찻집에서 온 신비한 소포를 가져왔다. 이 '선물'은 새로운 동료를 데려왔지만, 화이트의 작별의 시작이기도 했다…	เพียงแค่​เห็น​ของ​บางสิ่ง​ก็​อด​ไม่​ได้​ที่จะ​หวน​นึกถึง​ใคร​บางคน​...​ ใน​ห้วง​ความทรงจำ​ ขณะที่​ชิ​โระ​อาศัย​จังหวะ​ที่​คาเฟ่​ปิด​ทำการ​และ​ไร้​ซึ่ง​ผู้คน​ เปิดเผย​ความจริง​ที่​ซ่อนเร้น​เอาไว้​ ใน​ตอนนั้น​เอง​ เอ​ค​โค​ก็ได้​นำ​พัสดุ​ลึกลับ​กลับมา​—​ "​ของขวัญ​"​ ที่​ส่ง​มาจาก​โรงน้ำชา​เห​วิน​ซิ​น​ ของขวัญ​ชิ้น​นั้น​นำพา​เพื่อน​ใหม่​เข้ามา​...​ ทว่า​ก็​เป็น​จุดเริ่มต้น​ของ​การ​จา​กลา​ของ​ชิ​โระ​เช่นกัน​...​
1133912	3	301		1	208:activity_oldnews_chapter_configuration_2	1133911			1	15000					99	0	4	0	0	1	1-2	1-2	1-2	1-2	1-2	1-2	见习女仆	見習女僕	Maid in Training	見習いメイド	견습 메이드	เมดสาวฝึกหัด	阿芙萝恳请众人，希望留在贝克猫餐厅。小白反常安排她成为助理，帮助调查官和团队日常事务，引起众人疑虑。	阿芙蘿懇請眾人，希望留在貝克貓餐廳。小白反常安排她成為助理，幫助調查官和團隊日常事務，引起眾人疑慮。	Aphros pleads to stay at the cafe. Shiro unexpectedly names her the Inspector's helper, raising suspicions. What are Shiro's true intentions?	アフロスは皆に心を込めて懇願し、ベイカーキャットレストランに残りたいと望んだ。シロは異例にも彼女をアシスタントとして採用し、調査官とチームの日常業務を補佐させることにした。この意外な決定は、メンバーたちの間に疑惑を生み出した…	아프로는 모두에게 베이커캣 레스토랑에 남고 싶다고 부탁한다. 화이트는 평소와 달리 그녀를 조사관과 팀의 일상 업무를 돕는 조수로 임명하고, 이는 모두의 의심을 산다.	อา​ฟรอส​ร้อง​ขอให้​ทุกคน​อนุญาต​ให้​เธอ​ได้​อยู่​ที่​เบเกอร์​คาเฟ่​ต่อไป​ แต่​ชิ​โระ​กลับ​ให้​เธอ​ไป​เป็น​ผู้ช่วย​ ช่วย​ของ​ผู้ตรวจการ​และ​คนใน​ทีม​ ให้​เธอ​คอย​ช่วยเหลือ​เรื่อง​กิจวัตรประจำวัน​ จึง​ทำให้​ทุกคน​เกิด​ความสงสัย​
