id	type	showType	quality	stack	openType	openParameter	photoId	effectType	effectId	effectNum	status	辅助列	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
802008	10	101	5	1	601	0	18:card_icon_802008_1	0	0	0	1	红茶	醉红尘	醉紅塵	Tipsy Afterglow	酔紅塵	속세와 술	เมามายคล้ายฝัน	用于解锁的醉红尘。	用於解鎖的醉紅塵。	Unlocks the skin Tipsy Afterglow.	紅茶･酔紅塵を解放するのに使える。	속세와 술을 해제하기 위해 사용된다.	ใช้​ใน​การ​ปลดล็อก​ "เมามายคล้ายฝัน"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
803008	10	101	5	1	601	0	18:card_icon_803008_1	0	0	0	1	米饭	清平乐	清平樂	Serene Joy	清平樂	평온한 즐거움	ความสุขแสนสงบ	用于解锁的清平乐。	用於解鎖的清平樂。	Unlocks the skin Serene Joy.	ライス･清平樂を解放するのに使える。	평온한 즐거움을 해제하기 위해 사용된다.	ใช้​ใน​การ​ปลดล็อก​ "ความสุข​แสน​สงบ"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
801008	10	101	4	1	601	0	18:card_icon_801008_1	0	0	0	1	红茶	花间意	花間意	Floral Delicacy	花間意	꽃의 의미	เสน่ห์มวลบุปผา	用于解锁的花间意。	用於解鎖的花間意。	Unlocks the skin Floral Delicacy.	紅茶･花間意を解放するのに使える。	꽃의 의미를 해제하기 위해 사용된다.	ใช้​ใน​การ​ปลดล็อก​ "เสน่ห์มวลบุปผา"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
127001	10	101	5	1	601	0	18:card_icon_127001_1	0	0	0	1	祈	离梦蝶	離夢蝶	Butterfly Dream	夢見る胡蝶	나비와 꿈	ผีเสื้อในฝัน	用于解锁祈的离梦蝶。	用於解鎖祈的離夢蝶。	Unlocks Qi: Butterfly Dream.	祈･夢見る胡蝶を解放するのに使える。	기의 나비와 꿈을 해제하기 위해 사용된다.	ใช้​ใน​การ​ปลดล็อก​ "ผีเสื้อในฝัน" ​ของ​ฉี​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
136008	10	101	5	1	601	0	18:card_icon_136008_1	0	0	0	1	法夕黛	指尖芳菲	指尖芳菲	Innocent Fragrance	指先の香り	피어난 꽃	บุปผารัญจวน	用于解锁法夕黛的指尖芳菲。	用於解鎖法夕黛的指尖芳菲。	Unlocks Felicia: Innocent Fragrance.	ファルスタ･指先の香りを解放するのに使える。	파르시타의 피어나 꽃을 해제하기 위해 사용된다.	ใช้​ใน​การ​ปลดล็อก​ "บุปผา​รัญจวน" ​ของ​เฟ​ริ​เซีย​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
104016	10	101	5	1	601	0	18:card_icon_104016_1	0	0	0	1	南弥生	灵棰惊竹	靈棰驚竹	Pulse of Elegance	青竹揺るる	죽림 여왕	จังหวะลวงใจ	用于解锁南弥生的灵棰惊竹。	用於解鎖南彌生的靈棰驚竹。	Unlocks Minami: Pulse of Elegance.	南弥生･青竹揺るるを解放するのに使える。	미나미의 죽림 여왕 해제 시 사용된다.	ใช้​ใน​การ​ปลดล็อก​ "จังหวะลวงใจ"​ ของ​มิ​นา​มิ​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
103009	10	101	5	1	601	0	18:card_icon_103009_1	0	0	0	1	特莉丝	幽篁月韵	幽篁月韻	Alluring Crescent	幽篁月韻	죽림 속 달빛	เสน่ห์จันทร์เสี้ยว	用于解锁特莉丝的幽篁月韵。	用於解鎖特莉絲的幽篁月韻。	Unlocks Triss: Alluring Crescent.	トリス･幽篁月韻を解放するのに使える。	트리스의 죽림 속 달빛 해제 시 사용된다.	ใช้​ใน​การ​ปลดล็อก​ "เสน่ห์​จันทร์​เสี้ยว" ​ของ​ท​ริ​ส​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
102012	10	101	4	1	601	0	18:card_icon_102012_1	0	0	0	1	艾可	山明箬影	山明箬影	Mountain Trek	山中竹影	죽림의 그림자	ร่มเงาแห่งป่าไผ่	用于解锁艾可的山明箬影。	用於解鎖艾可的山明箬影。	Unlocks Echo: Mountain Trek.	アイコ・山中竹影を解放するのに使える。	에코의 죽림의 그림자 해제 시 사용된다.	ใช้​ใน​การ​ปลดล็อก​ "ร่มเงา​แห่ง​ป่าไผ่" ​ของ​เอ​ค​โค​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
101018	10	101	5	1	601	0	18:card_icon_101018_1	0	0	0	1	非天	茂林余音	茂林餘音	Emerald Tune	茂林余韻	무림의 여운	บทเพลงพฤกษา	用于解锁非天的茂林余音。	用於解鎖非天的茂林餘音。	Unlocks Asura: Emerald Tune.	アスラ･茂林余韻を解放するのに使える。	아수라의 무림의 여운 해제 시 사용된다.	ใช้​ใน​การ​ปลดล็อก​ "บทเพลง​พฤกษา" ​ของ​อา​สึ​ระ​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
144001	10	101	5	1	601	0	18:card_icon_144001_1	0	0	0	1	千术	千术之王	千術之王	Tricky Wicky	イカサマ女王	트릭의 제왕	รานีแห่งกลอุบาย	用于解锁千术的千术之王。	用於解鎖千術的千術之王。	Unlocks Trixie: Tricky Wicky.	千術･イカサマ女王を解放するのに使える。	트릭시의 트릭의 제왕을 해제할 때 사용된다	ใช้​ใน​การ​ปลดล็อก​ "รา​นี​แห่ง​กลอุบาย" ​ของ​ท​ริก​ซี่​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
144008	10	101	4	1	628	0	18:card_icon_144008_1	0	0	0	1	千术	黑桃A	黑桃A	Ace of Spades	スペードA	스페이스A	เอซโพธิ์ดำ	用于解锁千术的黑桃A。	用於解鎖千術的黑桃A。	Unlocks Trixie: Ace of Spades.	千術･スペードAを解放するのに使える。	트릭시의 스페이드A를 해제할 때 사용된다	ใช้​ใน​การ​ปลดล็อก​ "เอ​ซโพธิ์ดำ" ​ของ​ท​ริก​ซี่​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
804008	10	101	5	1	601	0	18:card_icon_804008_1	0	0	0	1	巧克力	香甜满溢	香甜滿溢	Sweet Symphony	甘いひと時	스위트 파라다이스	ท่วงทำนองอันหอมหวาน	用于解锁巧克力的香甜满溢。	用於解鎖巧克力的香甜滿溢。	Unlocks Chocola: Sweet Symphony.	ショコラ･甘いひと時を解放するのに使える。	쇼콜라의 스위트 파라다이스 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "ท่วงทำนองอันหอมหวาน" ​ของ​ช็อก​โก​ล่า​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
805008	10	101	5	1	601	0	18:card_icon_805008_1	0	0	0	1	香草	喵星电波	喵星電波	Kitty Chemistry	休日の一息	냥스타 통신	หวานละมุน กรุ่นหัวใจ	用于解锁香草的喵星电波。	用於解鎖香草的喵星電波。	Unlocks Vanilla: Kitty Chemistry.	バニラ･休日の一息を解放するのに使える。	바닐라의 냥스타 통신 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "หวานละมุน กรุ่นหัวใจ" ของ​วานิลลา​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
806008	10	101	4	1	912	0	18:card_icon_806008_1	0	0	0	1	可可	懵懂精灵	懵懂精靈	Innocent Sprite	無邪気な妖精	순수한 요정	ภูตเหมียวไร้เดียงสา	用于解锁可可的懵懂精灵。	用於解鎖可可的懵懂精靈。	Unlocks Cacao: Innocent Sprite.	カカオ･無邪気な妖精を解放するのに使える。	카카오의 순수한 요정 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก "ภูตเหมียวไร้เดียงสา" ของ​โกโก้​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
141008	10	101	5	1	601	0	18:card_icon_141008_1	0	0	0	1	铃	铃铃弥音	鈴鈴彌音	Vibrant Melinndy	嫋々たる鈴の音	경쾌한 멜로디	ทำนองคลองใจ	用于解锁铃的铃铃弥音。	用於解鎖鈴的鈴鈴彌音。	Unlocks Linn: Vibrant Melinndy.	「リン・嫋々たる鈴の音」の解放に用いられる。	린의 경쾌한 멜로디 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "ทำนอง​คลอง​ใจ" ​ของ​ลินน์​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
129002	10	101	5	1	615	0	18:card_icon_129002_1	0	0	0	1	丝微蒂	深渊誓约	深淵誓約	Abyss Oath	深淵誓約	심연의 맹세	พันธะอเวจี	用于解锁丝薇蒂的深渊誓约。	用於解鎖絲薇蒂的深淵誓約。	Unlocks Sylviette: Abyss Oath.	「シルヴェッティ･深淵誓約」の解放に用いられる。	스위티의 심연의 맹세 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "พันธะ​อเวจี" ​ของ​ซิ​ลเว็ตต์​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
120008	10	101	5	1	601	0	18:card_icon_120008_1	0	0	0	1	斯泰茜	旋风初成	旋風初成	Zephyr's Birth	若き旋風	새로운 바람	วายุแห่งรุ่งอรุณ	用于解锁斯泰茜的旋风初成。	用於解鎖斯泰茜的旋風初成。	Unlocks Stacey: Zephyr's Birth.	ステイシー・若き旋風を解放するのに使える。	스테이시의 새로운 바람 해제 시 사용된다.	ใช้​ใน​การ​ปลดล็อก​ "วายุ​แห่ง​รุ่งอรุณ" ​ของ​ส​เต​ซี่​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
119008	10	101	5	1	601	0	18:card_icon_119008_1	0	0	0	1	玛莉娜	星月夜	星月夜	Popping Star	パンクダッシュ	팝핑 캔디	คืนดาวพราวจันทร์	用于解锁玛莉娜的星月夜。	用於解鎖瑪莉娜的星月夜。	Unlocks Marlena: Popping Star.	マリナ･パンクダッシュを解放するのに使える。	마리나의 팝핑 캔디 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "คืนดาวพราวจันทร์" ​ของ​มา​รี​น่า​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
133008	10	101	5	1	601	0	18:card_icon_133008_1	0	0	0	1	识	风物诗	風物詩	Ode to Seasons	風物詩	자연의 시	ลำนำสุขนิรันดร์	用于解锁识的风物诗。	用於解鎖識的風物詩。	Unlocks Shiki: Ode to Seasons.	識･風物詩を解放するのに使える。	시키의 자연의 시 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "ลำนำสุขนิรันดร์" ​ของ​ชิ​กิ​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
104007	10	101	5	1	305	0	18:card_icon_104007_1	0	0	0	1	南弥生	浪花约会	浪花約會	Waves & Rides	サーフィンデート	물보라 데이트	เกลียวคลื่นแห่งรัก	用于解锁南弥生的浪花约会。	用於解鎖南彌生的浪花約會。	Unlocks Minami: Waves & Rides.	Pending用于解锁南弥生的浪花约会。	미나미의 물보라 데이트 해제 시 사용된다.	ใช้​ใน​การ​ปลดล็อก​ "เกลียวคลื่นแห่งรัก" ​ของ​มิ​นา​มิ​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
103003	10	101	5	1	601	0	18:card_icon_103003_1	0	0	0	1	特莉丝	场外焦点	場外焦點	Sideline Spotlight	オフサイトフォーカス	아웃포커스	เชียร์ลีดเดอร์	用于解锁特莉丝的场外焦点。	用於解鎖特莉絲的場外焦點。	Unlocks Triss: Sideline Spotlight.	トリス･オフサイトフォーカスを解放するのに使える。	트리스의 아웃포커스 해제 시 사용된다.	ใช้​ใน​การ​ปลดล็อก​ "เชียร์ลีดเดอร์" ​ของ​ท​ริ​ส​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
103017	10	101	5	1	601	0	18:card_icon_103017_1	0	0	0	1	特莉丝	鲸语海鸣	鯨語海鳴	Cetacean Echoes	青水無月の鯨の声	고래의 노래	ซิมโฟนีแห่งท้องทะเล	用于解锁特莉丝的鲸语海鸣。	用於解鎖特莉絲的鯨語海鳴。	Unlocks Triss: Cetacean Echoes.	「トリス・青水無月の鯨の声」の解放に用いられる。	트리스의 고래의 노래 해제 시 사용된다.	ใช้​ใน​การ​ปลดล็อก​ "ซิมโฟนี​แห่ง​ท้องทะเล" ​ของ​ท​ริ​ส​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
102018	10	101	5	1	601	0	18:card_icon_102018_1	0	0	0	1	艾可	激潮之夏	激潮之夏	Riptide Summers	潮衝サマーデイズ	격랑과 여름	ซัมเมอร์คลื่นเดือด	用于解锁艾可的激潮之夏。	用於解鎖艾可的激潮之夏。	Unlocks Echo: Riptide Summers.	「アイコ・潮衝サマーデイズ」の解放に用いられる。	에코의 격랑과 여름 해제 시 사용된다.	ใช้​ใน​การ​ปลดล็อก​ "ซัมเมอร์คลื่นเดือด" ​ของ​เอ​ค​โค​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
101012	10	101	5	1	601	0	18:card_icon_101012_1	0	0	0	1	非天	企鹅冰山	企鵝冰山	Frosty Flippers	ペンギン氷山	펭귄 아이스버그	เพนกวินขั้วโลก	用于解锁非天的企鹅冰山。	用於解鎖非天的企鵝冰山。	Unlocks Asura: Frosty Flippers.	「アスラ・ペンギン氷山」の解放に用いられる。	아수라의 펭귄 아이스버그 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "เพนกวิน​ขั้วโลก" ​ของ​อา​สึ​ระ​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
104009	10	101	4	1	601	0	18:card_icon_104009_1	0	0	0	1	南弥生	破浪逐潮	破浪逐潮	Tide Chaser	波を逐う​	해변의 파도	ท้าทายคลื่นยักษ์	用于解锁南弥生的破浪逐潮。	用於解鎖南彌生的破浪逐潮。	Unlocks Minami: Tide Chaser.	「南弥生・波を逐う​」の解放に用いられる。	미나미의 해변의 파도 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "ท้าทาย​คลื่น​ยักษ์" ​ของ​มิ​นา​มิ​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
139008	10	101	5	1	601	0	18:card_icon_139008_1	0	0	0	1	冥卡	力比多之证	力比多之證	Eros's Blessing	リビドーの証	리비도	ตัวตนแห่งราคะ	用于解锁冥卡的力比多之证。	用於解鎖冥卡的力比多之證。	Unlocks Mink: Eros's Blessing.	ミンカ･リビドーの証を解放するのに使える。	밍크의 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "ตัวตน​แห่ง​ราคะ" ​ของ​มิ​กะ​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
149008	10	101	5	1	601	0	18:card_icon_149008_1	0	0	0	1	阿芙罗	掌上淑女	掌上淑女	Pocket Maiden	ポケットメイデン	포켓 레이디	เจ้าหญิงตัวน้อย	用于解锁阿芙萝的掌上淑女。	用於解鎖阿芙蘿的掌上淑女。	Unlocks Aphros: Pocket Maiden.	アフロス・ポケットメイデンを解放するのに使える。	아프로의 포켓 레이디 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "เจ้าหญิง​ตัว​น้อย" ​ของ​อาฟรอส​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
143008	10	101	5	1	601	0	18:card_icon_143008_1	0	0	0	1	埃尔芙	理性边界	理性邊界	Edge of Reason	理性の縁	이성의 경계	ตรรกะไร้ขอบเขต	用于解锁埃尔芙的理性边界。	用於解鎖埃爾芙的理性邊界。	Unlocks Eleanor: Edge of Reason.	エレノア・理性の縁を解放するのに使える。	엘리노어의 이성의 경계 해제 시 사용된다.	ใช้​ใน​การ​ปลดล็อก​ "ตรรกะไร้ขอบเขต" ​ของ​เอ​เลนอร์​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
122008	10	101	5	1	601	0	18:card_icon_122008_1	0	0	0	1	塞琪	愈者疗心	愈者療心	Spiritual Healing	心癒しの杏林	마인드 힐러	วิญญาอารักษ์	用于解锁塞琪的愈者疗心。	用於解鎖塞琪的愈者療心。	Unlocks Sage: Spiritual Healing.	セージ・心癒しの杏林を解放するのに使える。	세이지의 마인드 힐러 해제 시 사용된다.	ใช้​ใน​การ​ปลดล็อก​ "วิญญาอารักษ์" ​ของ​เซ​กิ​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
152008	10	101	5	1	601	0	18:card_icon_152008_1	0	0	0	1	薇奥拉	十二夜中人	十二夜中人	Twelfth Night	十二夜をゆく者	열두 번째 밤	เงาแห่งราตรี	用于解锁薇奥拉的十二夜中人。	用於解鎖薇奧拉的十二夜中人。	Unlocks Viola: Twelfth Night.	ヴィオラ・十二夜をゆく者を解放するのに使える。	비올라의 열두 번째 밤 해제 시 사용된다.	ใช้​ใน​การ​ปลดล็อก​ "เงา​แห่ง​ราตรี" ​ของ​วิโอลา​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
