id	type	showType	quality	openType	openParameter	photoId	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
8700107	49	491	5	0	0	6:goods_icon_8700107	1	华丽项链-海蓝	華麗項鍊-海藍	Gorgeous Necklace - Azure	ネックレス-マーリンブルー	엘레강스 목걸이-바다 남색	สร้อยคอสุดหรู-ฟ้าทะเล	海蓝色的深邃，彰显其宽阔的胸怀。	海藍色的深邃，彰顯其寬闊的胸懷。	The azure's depth reflects its open-mindedness.	マーリンブルーの深さ、その広い胸を表彰する。	바닷빛과 같은 남색의 심오함, 넓은 마음을 나타낸다.	ความ​ลึกล้ำ​ของ​สี​ฟ้า​ทะเล​ เผย​ให้​เห็น​ถึง​ความกว้างขวาง​ของ​จิตใจ​	海蓝色的深邃，彰显其宽阔的胸怀。	海藍色的深邃，彰顯其寬闊的胸懷。	The azure's depth reflects its open-mindedness.	マーリンブルーの深さ、その広い胸を表彰する。	바닷빛과 같은 남색의 심오함, 넓은 마음을 나타낸다.	ความ​ลึกล้ำ​ของ​สี​ฟ้า​ทะเล​ เผย​ให้​เห็น​ถึง​ความกว้างขวาง​ของ​จิตใจ​
8700108	49	491	5	0	0	6:goods_icon_8700108	1	华丽项链-天青	華麗項鍊-天青	Gorgeous Necklace - Pale Blue	ネックレス-スカイブルー	엘레강스 목걸이-하늘색	สร้อยคอ​สุด​หรู​-​ฟ้า​สว่าง​	天青色的宁静，彰显其平和的内心。	天青色的寧靜，彰顯其平和的內心。	The pale blue's tranquility signifies inner peace.	スカイブルーの静けさ、その平和な心を表彰する。	하늘색의 고요함, 평온한 마음을 나타낸다.	ความสงบเงียบ​ของ​สี​ฟ้า​สว่าง​ เผย​ให้​เห็น​ถึง​จิตใจ​ที่​สงบ​และ​สมดุล​	天青色的宁静，彰显其平和的内心。	天青色的寧靜，彰顯其平和的內心。	The pale blue's tranquility signifies inner peace.	スカイブルーの静けさ、その平和な心を表彰する。	하늘색의 고요함, 평온한 마음을 나타낸다.	ความสงบเงียบ​ของ​สี​ฟ้า​สว่าง​ เผย​ให้​เห็น​ถึง​จิตใจ​ที่​สงบ​และ​สมดุล​
8700109	49	491	5	0	0	6:goods_icon_8700109	1	华丽项链-绿柠	華麗項鍊-綠檸	Gorgeous Necklace - Lime Green	ネックレス-ライムグリーン	엘레강스 목걸이-연두색	สร้อยคอสุดหรู-มะนาว	绿柠色的清新，彰显其乐观的态度。	綠檸色的清新，彰顯其樂觀的態度。	The lime green's freshness exhibits an optimistic outlook.	ライムグリーンの爽やかさ、その楽観的な態度を表彰する。	연두색의 상쾌함, 낙관적인 태도를 나타낸다.	ความสดชื่น​ของ​สี​มะนาว​ เผย​ให้​เห็น​ถึง​ทัศนคติ​ใน​การ​มองโลกในแง่ดี​	绿柠色的清新，彰显其乐观的态度。	綠檸色的清新，彰顯其樂觀的態度。	The lime green's freshness exhibits an optimistic outlook.	ライムグリーンの爽やかさ、その楽観的な態度を表彰する。	연두색의 상쾌함, 낙관적인 태도를 나타낸다.	ความสดชื่น​ของ​สี​มะนาว​ เผย​ให้​เห็น​ถึง​ทัศนคติ​ใน​การ​มองโลกในแง่ดี​
8700110	49	491	5	0	0	6:goods_icon_8700110	1	华丽项链-暖橙	華麗項鍊-暖橙	Gorgeous Necklace - Tangerine	ネックレス-オレンジ	엘레강스 목걸이-코랄색	สร้อยคอ​สุด​หรู​-​ส้ม​อบอุ่น​	暖橙色的热烈，彰显其无畏的勇气。	暖橙色的熱烈，彰顯其無畏的勇氣。	The tangerine's warmth signifies fearless courage.	オレンジ色の熱意、その無畏な勇気を表彰する。	코랄색의 열정, 두려움 없는 용기를 나타낸다.	ความ​ร้อนแรง​ของ​สีส้ม​อบอุ่น​ เผย​ให้​เห็น​ถึง​ความกล้าหาญ​ที่​ไม่​หวั่นเกรง​	暖橙色的热烈，彰显其无畏的勇气。	暖橙色的熱烈，彰顯其無畏的勇氣。	The tangerine's warmth signifies fearless courage.	オレンジ色の熱意、その無畏な勇気を表彰する。	코랄색의 열정, 두려움 없는 용기를 나타낸다.	ความ​ร้อนแรง​ของ​สีส้ม​อบอุ่น​ เผย​ให้​เห็น​ถึง​ความกล้าหาญ​ที่​ไม่​หวั่นเกรง​
8700111	49	491	5	0	0	6:goods_icon_8700111	1	绅士领结-樱紫	紳士領結-櫻紫	Gentleman's Bow Tie - Lavender	蝶ネクタイ-ピンク	나비 넥타이-연보라색	หูกระต่าย-ม่วงซากุระ	优雅的绅士自然有着独属于它的樱紫色格调。	優雅的紳士自然有著獨屬於它的櫻紫色格調。	A refined gentleman is adorned with the elegant charm of lavender.	優雅な紳士は独特のピンクのスタイルを持っている。	신사는 자신만의 연보라색 품격을 가지고 있다.	บุรุษ​ผู้​สง่างาม​ย่อม​มี​บรรยากาศ​โทน​สีม่วง​ซากุระ​เฉพาะตัว​เป็นธรรมชาติ​	优雅的绅士自然有着独属于它的樱紫色格调。	優雅的紳士自然有著獨屬於它的櫻紫色格調。	A refined gentleman is adorned with the elegant charm of lavender.	優雅な紳士は独特のピンクのスタイルを持っている。	신사는 자신만의 연보라색 품격을 가지고 있다.	บุรุษ​ผู้​สง่างาม​ย่อม​มี​บรรยากาศ​โทน​สีม่วง​ซากุระ​เฉพาะตัว​เป็นธรรมชาติ​
8700112	49	491	5	0	0	6:goods_icon_8700112	1	绅士领结-海蓝	紳士領結-海藍	Gentleman's Bow Tie - Azure	蝶ネクタイ-マーリンブルー	나비 넥타이-남색	หูกระต่าย-ฟ้าทะเล	优雅的绅士自然有着独属于它的海蓝色格调。	優雅的紳士自然有著獨屬於它的海藍色格調。	A refined gentleman is adorned with the elegant charm of azure.	優雅な紳士は独特のマーリンブルーのスタイルを持っている。	신사는 자신만의 남색 품격을 가지고 있다.	บุรุษ​ผู้​สง่างาม​ย่อม​มี​บรรยากาศ​โทน​สี​ฟ้า​ทะเล​เฉพาะตัว​เป็นธรรมชาติ​	优雅的绅士自然有着独属于它的海蓝色格调。	優雅的紳士自然有著獨屬於它的海藍色格調。	A refined gentleman is adorned with the elegant charm of azure.	優雅な紳士は独特のマーリンブルーのスタイルを持っている。	신사는 자신만의 남색 품격을 가지고 있다.	บุรุษ​ผู้​สง่างาม​ย่อม​มี​บรรยากาศ​โทน​สี​ฟ้า​ทะเล​เฉพาะตัว​เป็นธรรมชาติ​
8700113	49	491	5	0	0	6:goods_icon_8700113	1	绅士领结-天青	紳士領結-天青	Gentleman's Bow Tie - Pale Blue	蝶ネクタイ-スカイブルー	나비 넥타이-하늘색	หูกระต่าย-ฟ้าสว่าง	优雅的绅士自然有着独属于它的天青色格调。	優雅的紳士自然有著獨屬於它的天青色格調。	A refined gentleman is adorned with the elegant charm of pale blue.	優雅な紳士は独特のスカイブルーのスタイルを持っている。	신사는 자신만의 하늘색 품격을 가지고 있다.	บุรุษ​ผู้​สง่างาม​ย่อม​มี​บรรยากาศ​โทน​สี​ฟ้า​สว่าง​เฉพาะตัว​เป็นธรรมชาติ​	优雅的绅士自然有着独属于它的天青色格调。	優雅的紳士自然有著獨屬於它的天青色格調。	A refined gentleman is adorned with the elegant charm of pale blue.	優雅な紳士は独特のスカイブルーのスタイルを持っている。	신사는 자신만의 하늘색 품격을 가지고 있다.	บุรุษ​ผู้​สง่างาม​ย่อม​มี​บรรยากาศ​โทน​สี​ฟ้า​สว่าง​เฉพาะตัว​เป็นธรรมชาติ​
8700114	49	491	5	0	0	6:goods_icon_8700114	1	绅士领结-绿柠	紳士領結-綠檸	Gentleman's Bow Tie - Lime Green	蝶ネクタイ-ライムグリーン	나비 넥타이-연두색	หูกระต่าย-มะนาว	优雅的绅士自然有着独属于它的绿柠色格调。	優雅的紳士自然有著獨屬於它的綠檸色格調。	A refined gentleman is adorned with the elegant charm of lime green.	優雅な紳士は独特のライムグリーンのスタイルを持っている。	신사는 자신만의 연두색 품격을 가지고 있다.	บุรุษ​ผู้​สง่างาม​ย่อม​มี​บรรยากาศ​โทน​สี​มะนาว​เฉพาะตัว​เป็นธรรมชาติ​	优雅的绅士自然有着独属于它的绿柠色格调。	優雅的紳士自然有著獨屬於它的綠檸色格調。	A refined gentleman is adorned with the elegant charm of lime green.	優雅な紳士は独特のライムグリーンのスタイルを持っている。	신사는 자신만의 연두색 품격을 가지고 있다.	บุรุษ​ผู้​สง่างาม​ย่อม​มี​บรรยากาศ​โทน​สี​มะนาว​เฉพาะตัว​เป็นธรรมชาติ​
8700115	49	491	5	0	0	6:goods_icon_8700115	1	绅士领结-暖橙	紳士領結-暖橙	Gentleman's Bow Tie - Tangerine	蝶ネクタイ-オレンジ	나비 넥타이-코랄색	หูกระต่าย-ส้มอบอุ่น	优雅的绅士自然有着独属于它的暖橙色格调。	優雅的紳士自然有著獨屬於它的暖橙色格調。	A refined gentleman is adorned with the elegant charm of tangerine.	優雅な紳士は独特のオレンジ色のスタイルを持っている。	신사는 자신만의 코랄색 품격을 가지고 있다.	บุรุษ​ผู้​สง่างาม​ย่อม​มี​บรรยากาศ​โทน​สีส้ม​อบอุ่น​เฉพาะตัว​เป็นธรรมชาติ​	优雅的绅士自然有着独属于它的暖橙色格调。	優雅的紳士自然有著獨屬於它的暖橙色格調。	A refined gentleman is adorned with the elegant charm of tangerine.	優雅な紳士は独特のオレンジ色のスタイルを持っている。	신사는 자신만의 코랄색 품격을 가지고 있다.	บุรุษ​ผู้​สง่างาม​ย่อม​มี​บรรยากาศ​โทน​สีส้ม​อบอุ่น​เฉพาะตัว​เป็นธรรมชาติ​
8700116	49	491	5	0	0	6:goods_icon_8700116	1	暖心围脖-樱紫	暖心圍脖-櫻紫	Cozy Scarf - Lavender	マフラー-ピンク	따뜻한 목도리-연보라색	ผ้าพันคอ​อุ่นใจ​-​ม่วง​ซากุระ​	戴上这樱紫色的围巾，温暖自会流入心田。	戴上這櫻紫色的圍巾，溫暖自會流入心田。	Wrap yourself in this lavender scarf and let its warmth gently touch your soul.	このピンクのマフラーをつけると、温もりが心に流れ込む。	연보라색 목도리를 하면, 마음 속이 따뜻해진다.	สวม​ผ้าพันคอ​สีม่วง​ซากุระ​นี้​ไว้​ ความอบอุ่น​ก็​จะ​ไหล​เข้าสู่​ใน​ใจ​เอง​	戴上这樱紫色的围巾，温暖自会流入心田。	戴上這櫻紫色的圍巾，溫暖自會流入心田。	Wrap yourself in this lavender scarf and let its warmth gently touch your soul.	このピンクのマフラーをつけると、温もりが心に流れ込む。	연보라색 목도리를 하면, 마음 속이 따뜻해진다.	สวม​ผ้าพันคอ​สีม่วง​ซากุระ​นี้​ไว้​ ความอบอุ่น​ก็​จะ​ไหล​เข้าสู่​ใน​ใจ​เอง​
8700117	49	491	5	0	0	6:goods_icon_8700117	1	暖心围脖-海蓝	暖心圍脖-海藍	Cozy Scarf - Azure	マフラー-マーリンブルー	따뜻한 목도리-남색	ผ้าพันคอ​อุ่นใจ​-​ฟ้า​ทะเล​	戴上这海蓝色的围巾，温暖自会流入心田。	戴上這海藍色的圍巾，溫暖自會流入心田。	Wrap yourself in this azure scarf and let its warmth gently touch your soul.	このマーリンブルーのマフラーをつけると、温もりが心に流れ込む。	남색 목도리를 하면, 마음 속이 따뜻해진다.	สวม​ผ้าพันคอ​สี​ฟ้า​ทะเล​นี้​ไว้​ ความอบอุ่น​ก็​จะ​ไหล​เข้าสู่​ใน​ใจ​เอง​	戴上这海蓝色的围巾，温暖自会流入心田。	戴上這海藍色的圍巾，溫暖自會流入心田。	Wrap yourself in this azure scarf and let its warmth gently touch your soul.	このマーリンブルーのマフラーをつけると、温もりが心に流れ込む。	남색 목도리를 하면, 마음 속이 따뜻해진다.	สวม​ผ้าพันคอ​สี​ฟ้า​ทะเล​นี้​ไว้​ ความอบอุ่น​ก็​จะ​ไหล​เข้าสู่​ใน​ใจ​เอง​
8700118	49	491	5	0	0	6:goods_icon_8700118	1	暖心围脖-天青	暖心圍脖-天青	Cozy Scarf - Pale Blue	マフラー-スカイブルー	따뜻한 목도리-하늘색	ผ้าพันคอ​อุ่นใจ​-​ฟ้า​สว่าง​	戴上这天青色的围巾，温暖自会流入心田。	戴上這天青色的圍巾，溫暖自會流入心田。	Wrap yourself in this pale blue scarf and let its warmth gently touch your soul.	このスカイブルーのマフラーをつけると、温もりが心に流れ込む。	하늘색 목도리를 하면, 마음 속이 따뜻해진다.	สวม​ผ้าพันคอ​สี​ฟ้า​สว่าง​นี้​ไว้​ ความอบอุ่น​ก็​จะ​ไหล​เข้าสู่​ใน​ใจ​เอง​	戴上这天青色的围巾，温暖自会流入心田。	戴上這天青色的圍巾，溫暖自會流入心田。	Wrap yourself in this pale blue scarf and let its warmth gently touch your soul.	このスカイブルーのマフラーをつけると、温もりが心に流れ込む。	하늘색 목도리를 하면, 마음 속이 따뜻해진다.	สวม​ผ้าพันคอ​สี​ฟ้า​สว่าง​นี้​ไว้​ ความอบอุ่น​ก็​จะ​ไหล​เข้าสู่​ใน​ใจ​เอง​
8700119	49	491	5	0	0	6:goods_icon_8700119	1	暖心围脖-绿柠	暖心圍脖-綠檸	Cozy Scarf - Lime Green	マフラー-ライムグリーン	따뜻한 목도리-연두색	ผ้าพันคออุ่นใจ-มะนาว	戴上这绿柠色的围巾，温暖自会流入心田。	戴上這綠檸色的圍巾，溫暖自會流入心田。	Wrap yourself in this lime green scarf and let its warmth gently touch your soul.	このライムグリーンのマフラーをつけると、温もりが心に流れ込む。	연두색 목도리를 하면, 마음 속이 따뜻해진다.	สวม​ผ้าพันคอ​สี​มะนาว​นี้​ไว้​ ความอบอุ่น​ก็​จะ​ไหล​เข้าสู่​ใน​ใจ​เอง​	戴上这绿柠色的围巾，温暖自会流入心田。	戴上這綠檸色的圍巾，溫暖自會流入心田。	Wrap yourself in this lime green scarf and let its warmth gently touch your soul.	このライムグリーンのマフラーをつけると、温もりが心に流れ込む。	연두색 목도리를 하면, 마음 속이 따뜻해진다.	สวม​ผ้าพันคอ​สี​มะนาว​นี้​ไว้​ ความอบอุ่น​ก็​จะ​ไหล​เข้าสู่​ใน​ใจ​เอง​
8700120	49	491	5	0	0	6:goods_icon_8700120	1	暖心围脖-暖橙	暖心圍脖-暖橙	Cozy Scarf - Tangerine	マフラー-オレンジ	따뜻한 목도리-코랄색	ผ้าพันคอ​อุ่นใจ​-​ส้ม​อบอุ่น​	戴上这暖橙色的围巾，温暖自会流入心田。	戴上這暖橙色的圍巾，溫暖自會流入心田。	Wrap yourself in this tangerine scarf and let its warmth gently touch your soul.	このオレンジ色のマフラーをつけると、温もりが心に流れ込む。	코랄색 목도리를 하면, 마음 속이 따뜻해진다.	สวม​ผ้าพันคอ​สีส้ม​อบอุ่น​นี้​ไว้​ ความอบอุ่น​ก็​จะ​ไหล​เข้าสู่​ใน​ใจ​เอง​	戴上这暖橙色的围巾，温暖自会流入心田。	戴上這暖橙色的圍巾，溫暖自會流入心田。	Wrap yourself in this tangerine scarf and let its warmth gently touch your soul.	このオレンジ色のマフラーをつけると、温もりが心に流れ込む。	코랄색 목도리를 하면, 마음 속이 따뜻해진다.	สวม​ผ้าพันคอ​สีส้ม​อบอุ่น​นี้​ไว้​ ความอบอุ่น​ก็​จะ​ไหล​เข้าสู่​ใน​ใจ​เอง​
8700201	49	491	5	0	0	6:goods_icon_8700201	1	馨香花环-樱紫	馨香花環-櫻紫	Fragrant Wreath - Lavender	花冠-ピンク	꽃 화환-연보라색	มง​กุ​ฏ​ดอกไม้​-​ม่วง​ซากุระ​	樱紫色的花朵绽放，留下了春日的气息。	櫻紫色的花朵綻放，留下了春日的氣息。	The lavender blossoms unfold, leaving behind the essence of spring.	ピンクの花が咲き、春の気配を残す。	연보라색 꽃이 피어서, 봄의 기운을 느낄 수 있다.	ดอกไม้​สีม่วง​ซากุระ​บานสะพรั่ง​ ทิ้ง​กลิ่นหอม​ของ​ฤดูใบไม้ผลิ​เอาไว้​	樱紫色的花朵绽放，留下了春日的气息。	櫻紫色的花朵綻放，留下了春日的氣息。	The lavender blossoms unfold, leaving behind the essence of spring.	ピンクの花が咲き、春の気配を残す。	연보라색 꽃이 피어서, 봄의 기운을 느낄 수 있다.	ดอกไม้​สีม่วง​ซากุระ​บานสะพรั่ง​ ทิ้ง​กลิ่นหอม​ของ​ฤดูใบไม้ผลิ​เอาไว้​
8700202	49	491	5	0	0	6:goods_icon_8700202	1	馨香花环-海蓝	馨香花環-海藍	Fragrant Wreath - Azure	花冠-マーリンブルー	꽃 화환-남색	มงกุฏดอกไม้-ฟ้าทะเล	海蓝色的花朵绽放，留下了春日的气息。	海藍色的花朵綻放，留下了春日的氣息。	The azure blossoms unfold, leaving behind the essence of spring.	マーリンブルーの花が咲き、春の気配を残す。	남색 꽃이 피어서, 봄의 기운을 느낄 수 있다.	ดอกไม้​สี​ฟ้า​ทะเล​บานสะพรั่ง​ ทิ้ง​กลิ่นหอม​ของ​ฤดูใบไม้ผลิ​เอาไว้​	海蓝色的花朵绽放，留下了春日的气息。	海藍色的花朵綻放，留下了春日的氣息。	The azure blossoms unfold, leaving behind the essence of spring.	マーリンブルーの花が咲き、春の気配を残す。	남색 꽃이 피어서, 봄의 기운을 느낄 수 있다.	ดอกไม้​สี​ฟ้า​ทะเล​บานสะพรั่ง​ ทิ้ง​กลิ่นหอม​ของ​ฤดูใบไม้ผลิ​เอาไว้​
8700203	49	491	5	0	0	6:goods_icon_8700203	1	馨香花环-天青	馨香花環-天青	Fragrant Wreath - Pale Blue	花冠-スカイブルー	꽃 화환-하늘색	มงกุฏดอกไม้-ฟ้าสว่าง	天青色的花朵绽放，留下了春日的气息。	天青色的花朵綻放，留下了春日的氣息。	The pale blue blossoms unfold, leaving behind the essence of spring.	スカイブルーの花が咲き、春の気配を残す。	하늘색 꽃이 피어서, 봄의 기운을 느낄 수 있다.	ดอกไม้​สี​ฟ้า​สว่าง​บานสะพรั่ง​ ทิ้ง​กลิ่นหอม​ของ​ฤดูใบไม้ผลิ​เอาไว้​	天青色的花朵绽放，留下了春日的气息。	天青色的花朵綻放，留下了春日的氣息。	The pale blue blossoms unfold, leaving behind the essence of spring.	スカイブルーの花が咲き、春の気配を残す。	하늘색 꽃이 피어서, 봄의 기운을 느낄 수 있다.	ดอกไม้​สี​ฟ้า​สว่าง​บานสะพรั่ง​ ทิ้ง​กลิ่นหอม​ของ​ฤดูใบไม้ผลิ​เอาไว้​
8700204	49	491	5	0	0	6:goods_icon_8700204	1	馨香花环-绿柠	馨香花環-綠檸	Fragrant Wreath - Lime Green	花冠-ライムグリーン	꽃 화환-연두색	มงกุฏดอกไม้-มะนาว	绿柠色的花朵绽放，留下了春日的气息。	綠檸色的花朵綻放，留下了春日的氣息。	The lime green blossoms unfold, leaving behind the essence of spring.	ライムグリーンの花が咲き、春の気配を残す。	연두색 꽃이 피어서, 봄의 기운을 느낄 수 있다.	ดอกไม้​สี​มะนาว​บานสะพรั่ง​ ทิ้ง​กลิ่นหอม​ของ​ฤดูใบไม้ผลิ​เอาไว้​	绿柠色的花朵绽放，留下了春日的气息。	綠檸色的花朵綻放，留下了春日的氣息。	The lime green blossoms unfold, leaving behind the essence of spring.	ライムグリーンの花が咲き、春の気配を残す。	연두색 꽃이 피어서, 봄의 기운을 느낄 수 있다.	ดอกไม้​สี​มะนาว​บานสะพรั่ง​ ทิ้ง​กลิ่นหอม​ของ​ฤดูใบไม้ผลิ​เอาไว้​
8700205	49	491	5	0	0	6:goods_icon_8700205	1	馨香花环-暖橙	馨香花環-暖橙	Fragrant Wreath - Tangerine	花冠-オレンジ	꽃 화환-코랄색	มงกุฏดอกไม้-ส้มอบอุ่น	暖橙色的花朵绽放，留下了春日的气息。	暖橙色的花朵綻放，留下了春日的氣息。	The tangerine blossoms unfold, leaving behind the essence of spring.	オレンジ色の花が咲き、春の気配を残す。	코랄색 꽃이 피어서, 봄의 기운을 느낄 수 있다.	ดอกไม้​สีส้ม​อบอุ่น​บานสะพรั่ง​ ทิ้ง​กลิ่นหอม​ของ​ฤดูใบไม้ผลิ​เอาไว้​	暖橙色的花朵绽放，留下了春日的气息。	暖橙色的花朵綻放，留下了春日的氣息。	The tangerine blossoms unfold, leaving behind the essence of spring.	オレンジ色の花が咲き、春の気配を残す。	코랄색 꽃이 피어서, 봄의 기운을 느낄 수 있다.	ดอกไม้​สีส้ม​อบอุ่น​บานสะพรั่ง​ ทิ้ง​กลิ่นหอม​ของ​ฤดูใบไม้ผลิ​เอาไว้​
8700206	49	491	5	0	0	6:goods_icon_8700206	1	喵喵皇冠-樱紫	喵喵皇冠-櫻紫	Meow Crown - Lavender	にゃんこクラウン-ピンク	냥냥 크라운-연보라색	มงกุฎเหมียว-ม่วงซากุระ	樱紫色宝石点缀的皇冠，神秘而不失华贵。	櫻紫色寶石點綴的皇冠，神秘而不失華貴。	A crown sparkling with lavender jewels, enchanting and dignified.	ピンク色の宝石をはめたクラウン。神秘的で高貴な雰囲気を放っている。	연보라색 보석으로 장식된 왕관으로 신비하고 고귀하다.	มงกุฎ​ที่​ประดับ​ด้วย​อัญมณี​สีม่วง​ซากุระ​ ดู​ลึกลับ​แต่​ก็​ไม่​ละทิ้ง​ความหรูหรา​	樱紫色宝石点缀的皇冠，神秘而不失华贵。	櫻紫色寶石點綴的皇冠，神秘而不失華貴。	A crown sparkling with lavender jewels, enchanting and dignified.	ピンク色の宝石をはめたクラウン。神秘的で高貴な雰囲気を放っている。	연보라색 보석으로 장식된 왕관으로 신비하고 고귀하다.	มงกุฎ​ที่​ประดับ​ด้วย​อัญมณี​สีม่วง​ซากุระ​ ดู​ลึกลับ​แต่​ก็​ไม่​ละทิ้ง​ความหรูหรา​
8700207	49	491	5	0	0	6:goods_icon_8700207	1	喵喵皇冠-海蓝	喵喵皇冠-海藍	Meow Crown - Azure	にゃんこクラウン-マーリンブルー	냥냥 크라운-바다 남색	มงกุฎเหมียว-ฟ้าทะเล	海蓝色宝石点缀的皇冠，纯净而不失华贵。	海藍色寶石點綴的皇冠，純淨而不失華貴。	A crown sparkling with azure jewels, pristine and imperial.	マーリンブルー色の宝石をはめたクラウン。純粋で高貴な雰囲気を放っている。	바다 남색 보석으로 장식된 왕관으로 순수하고 고귀하다.	มงกุฎ​ที่​ประดับ​ด้วย​อัญมณี​สี​ฟ้า​ทะเล​ ดู​บริสุทธิ์​แต่​ก็​ไม่​ละทิ้ง​ความหรูหรา​	海蓝色宝石点缀的皇冠，纯净而不失华贵。	海藍色寶石點綴的皇冠，純淨而不失華貴。	A crown sparkling with azure jewels, pristine and imperial.	マーリンブルー色の宝石をはめたクラウン。純粋で高貴な雰囲気を放っている。	바다 남색 보석으로 장식된 왕관으로 순수하고 고귀하다.	มงกุฎ​ที่​ประดับ​ด้วย​อัญมณี​สี​ฟ้า​ทะเล​ ดู​บริสุทธิ์​แต่​ก็​ไม่​ละทิ้ง​ความหรูหรา​
8700208	49	491	5	0	0	6:goods_icon_8700208	1	喵喵皇冠-天青	喵喵皇冠-天青	Meow Crown - Pale Blue	にゃんこくらうん-スカイブルー	냥냥 크라운-하늘색	มงกุฎเหมียว-ฟ้าสว่าง	天青色宝石点缀的皇冠，淡雅而不失华贵。	天青色寶石點綴的皇冠，淡雅而不失華貴。	A crown sparkling with pale blue jewels, elegant and regal.	スカイブルー色の宝石をはめたクラウン。優雅で高貴な雰囲気を放っている。	하늘색 보석으로 장식된 왕관으로 우아하고 고귀하다.	มงกุฎ​ที่​ประดับ​ด้วย​อัญมณี​สี​ฟ้า​สว่าง​ ดู​เรียบง่าย​และ​งดงาม​แต่​ก็​ไม่​ละทิ้ง​ความหรูหรา​	天青色宝石点缀的皇冠，淡雅而不失华贵。	天青色寶石點綴的皇冠，淡雅而不失華貴。	A crown sparkling with pale blue jewels, elegant and regal.	スカイブルー色の宝石をはめたクラウン。優雅で高貴な雰囲気を放っている。	하늘색 보석으로 장식된 왕관으로 우아하고 고귀하다.	มงกุฎ​ที่​ประดับ​ด้วย​อัญมณี​สี​ฟ้า​สว่าง​ ดู​เรียบง่าย​และ​งดงาม​แต่​ก็​ไม่​ละทิ้ง​ความหรูหรา​
8700209	49	491	5	0	0	6:goods_icon_8700209	1	喵喵皇冠-绿柠	喵喵皇冠-綠檸	Meow Crown - Lime Green	にゃんこクラウン-ライムグリーン	냥냥 크라운-연두색	มงกุฎเหมียว-มะนาว	绿柠色宝石点缀的皇冠，绮丽而不失华贵。	綠檸色寶石點綴的皇冠，綺麗而不失華貴。	A crown sparkling with lime green jewels, vibrant yet dignified.	ライムグリーン色の宝石をはめたクラウン。妖艶で高貴な雰囲気を放っている。	연두색 보석으로 장식된 왕관으로 아름답고 고귀하다.	มงกุฎ​ที่​ประดับ​ด้วย​อัญมณี​สี​มะนาว​ ดู​วิจิตร​งามสง่า​แต่​ก็​ไม่​ละทิ้ง​ความหรูหรา​	绿柠色宝石点缀的皇冠，绮丽而不失华贵。	綠檸色寶石點綴的皇冠，綺麗而不失華貴。	A crown sparkling with lime green jewels, vibrant yet dignified.	ライムグリーン色の宝石をはめたクラウン。妖艶で高貴な雰囲気を放っている。	연두색 보석으로 장식된 왕관으로 아름답고 고귀하다.	มงกุฎ​ที่​ประดับ​ด้วย​อัญมณี​สี​มะนาว​ ดู​วิจิตร​งามสง่า​แต่​ก็​ไม่​ละทิ้ง​ความหรูหรา​
8700210	49	491	5	0	0	6:goods_icon_8700210	1	喵喵皇冠-暖橙	喵喵皇冠-暖橙	Meow Crown - Tangerine	にゃんこクラウン-オレンジ	냥냥 크라운-코랄색	มงกุฎเหมียว-ส้มอบอุ่น	暖橙色宝石点缀的皇冠，典雅而不失华贵。	暖橙色寶石點綴的皇冠，典雅而不失華貴。	A crown sparkling with tangerine jewels, refined and noble.	オレンジ色の宝石をはめたクラウン。エレガントで高貴な雰囲気を放っている。	코랄색 보석으로 장식된 왕관으로 품격있고 고귀하다.	มงกุฎ​ที่​ประดับ​ด้วย​อัญมณี​สีส้ม​อบอุ่น​ ดู​สุภาพ​งดงาม​แต่​ก็​ไม่​ละทิ้ง​ความหรูหรา​	暖橙色宝石点缀的皇冠，典雅而不失华贵。	暖橙色寶石點綴的皇冠，典雅而不失華貴。	A crown sparkling with tangerine jewels, refined and noble.	オレンジ色の宝石をはめたクラウン。エレガントで高貴な雰囲気を放っている。	코랄색 보석으로 장식된 왕관으로 품격있고 고귀하다.	มงกุฎ​ที่​ประดับ​ด้วย​อัญมณี​สีส้ม​อบอุ่น​ ดู​สุภาพ​งดงาม​แต่​ก็​ไม่​ละทิ้ง​ความหรูหรา​
