id	character	condition	status	content	content_zh_TW	content_en_UK	content_ja_JP	content_ko_KR	content_th_TH
14016	140	301	1	您的努力，给了多洛茜希望。	您的努力，給了多洛茜希望。	Your efforts give me hope.	あなたの努力が、ドロシーに希望を与えてくれました。	당신의 노력은 도로시에게 희망을 준답니다	ความพยายาม​ของ​คุณ​ ทำให้​โด​โร​ธี​มีความหวัง​ค่ะ​
14017	140	302	1	在淑女面前走神，真是相当失礼呢……	在淑女面前走神，真是相當失禮呢……	You know, it's rude to be so distracted while in the presence of a lady…	淑女の前で心ここにあらずだなんて、本当に失礼ですね……	레이디 앞에서 멍하니 있는 건, 정말 실례네요…	เหม่อลอย​ต่อหน้า​สุภาพสตรี​ ช่าง​ไม่​สุภาพ​เอา​เสีย​เลย​นะคะ​...​
14018	140	302	1	放弃的话，掌心就只能握住虚无的空气了。	放棄的話，掌心就只能握住虛無的空氣了。	Giving up would mean you can only hold onto nothing.	諦めたら、掌には空虚な空気しか残りません。	포기한다면 손안에 공허함만 남게 될 거예요	ถ้า​ล้มเลิก​ไป​ ใน​ฝ่ามือ​ก็​จะ​จับได้​แค่​ความว่างเปล่า​นะคะ​
14019	140	302	1	别担心，多洛茜是不会责怪您的……呢。	別擔心，多洛茜是不會責怪您的……呢。	Don't worry; I won't blame you.	心配しないでください、ドロシーはあなたを責めません……よ。	걱정 마세요, 도로시는 당신을 탓하지 않을 거예요...	ไม่ต้อง​กังวล​นะคะ​ โด​โร​ธี​ไม่​ตำหนิ​คุณ​หรอ​ก.​..​ค่ะ​
14020	140	302	1	请您告诉多洛茜，要怎样才能讨鱼儿喜欢呢？	請您告訴多洛茜，要怎樣才能討魚兒喜歡呢？	I'd love to know, what's the secret to getting the fish to bite?	どうかドロシーに教えてください、魚に好かれるにはどうしたらいいのでしょうか？	도로시에게 어떻게 하면 물고기가 당신을 좋아하는 비결을 알려주세요	ได้​โปรด​บอก​โด​โร​ธี​ที​ ทำ​อย่างไร​ถึง​จะ​เป็นที่ชื่นชอบ​ของ​ปลา​ได้​คะ​?​
14021	140	302	1	请不要放弃，否则，多洛茜会很难过的。	請不要放棄，否則，多洛茜會很難過的。	Please don't give up; otherwise, I'll be very sad.	諦めないでください、そうでないとドロシーはとても悲しいです。	포기하지 마세요, 그러면 도로시가 매우 슬퍼할 거예요.	อย่า​ยอมแพ้​นะคะ​ ไม่เช่นนั้น​ โด​โร​ธี​จะ​เสียใจ​มาก​เลย​ค่ะ​
14022	801	101	1	位置不是很理想呢。	位置不是很理想呢。	This fishing spot isn't the best.	位置があまり理想的ではありませんね。	위치가 그렇게 좋진 않네요	ตำแหน่ง​ไม่ค่อย​ดี​เท่าไหร่​เลย​นะ​
14023	801	102	1	这次感觉不错。	這次感覺不錯。	It feels good this time.	今回は良さそうです。	이번엔 느낌이 좋네요	คราวนี้รู้สึกไม่เลว
14024	801	103	1	很完美的抛竿！	很完美的拋竿！	A perfect cast!	完璧なスイングです！	완벽한 캐스팅이에요!	เหวี่ยง​เบ็ด​ได้​สมบูรณ์แบบ​!​
14025	801	201	1	又有收获了，该说不愧是你吗，调查官。	又有收穫了，該說不愧是你嗎，調查官。	Another catch; indeed, you do live up to your reputation, Inspector.	また収穫がありましたね、さすがですね、調査官さん。	또 수확이 있네요, 역시 당신이군요. 조사관님	ได้​ผลงาน​อีกแล้ว​ สม​แล้ว​ที่​เป็นคุณ​นะ​ ผู้ตรวจการ​
14026	801	201	1	你真的很厉害，调查官。	你真的很厲害，調查官。	Excellent work, Inspector!	本当にすごいです、調査官さん。	당신은 정말 대단해요, 조사관님	คุณ​นี่​เก่ง​จริงๆ​ ผู้ตรวจการ​
14027	801	201	1	干得好，不过切忌得意忘形。	幹得好，不過切忌得意忘形。	Well done, but don't get carried away.	上手く行きましたが、油断は禁物ですよ。	잘했어요, 하지만 자만하지는 말아야 해요	ทำ​ได้ดี​ แต่​อย่า​เพิ่ง​ได้ใจ​ไป​
14028	801	201	1	这是你努力得来的结果。	這是你努力得來的結果。	Your dedication has paid off.	これは貴方の努力の結果です。	이건 당신이 노력한 결과예요	นี่​คือ​ผล​จาก​ความพยายาม​ของ​คุณ​
14029	801	201	1	你总能让我看到惊人的一面。	你總能讓我看到驚人的一面。	You never cease to impress me.	いつも私に驚きを与えてくれますね。	당신은 항상 놀라운 모습을 보여주네요	คุณ​ทำให้​ฉัน​ประหลาดใจ​ได้​เสมอ​เลย​นะ​
14030	801	202	1	没想到鱼线会被_fishName_直接扯断，或许该考虑购入新的鱼线了。	沒想到魚線會被_fishName_直接扯斷，或許該考慮購入新的魚線了。	Oh no, the _fishName_ snapped your line! Maybe it's time to invest in a sturdier one.	_fishName_によって直接糸が切られるなんて、新しい釣り糸を買うことを考えたほうがいいかもしれません。	_fishName_ 때문에 낚시줄이 바로 끊어졌네요. 새 낚싯줄을 구매해야 할 때인 것 같아요	ไม่​นึก​ว่า​เส้นเอ็น​จะ​ถูก​_fishName_​ดึง​ขาด​ไป​เลย​ บางที​ควร​ซื้อ​เอ็น​เส้น​ใหม่​ได้​แล้ว​นะ​
14031	801	203	1	是_fishName_吗……这种鱼看来比想象中的更棘手啊……	是_fishName_嗎……這種魚看來比想像中的更棘手啊……	Is it _fishName_? It seems tougher than I'd anticipated...	_fishName_ですか……この魚は想像以上に手強いようですね……	_fishName_인가요... 이 물고기가 생각보다 더 잡기 어려운 것 같아요…	เป็น​_fishName_​สิ​นะ​...​ ปลา​ชนิด​นี้​ดูจะ​ยุ่งยาก​กว่า​ที่​คิด​ไว้​...​
14032	801	204	1	真遗憾，让它逃走了啊……钓鱼和射击一样，距离越远，目标就越不可控。	真遺憾，讓它逃走了啊……釣魚和射擊一樣，距離越遠，目標就越不可控。	Ah, what a shame to let it get away... Just like archery, fishing gets trickier the farther your target is.	残念、逃げられましたね……釣りも射撃も同じ、距離が遠ければ遠いほど、ターゲットはコントロールしにくくなります。	정말 아쉬워요, 도망가게 내버려뒀네요... 낚시와 사격은 같으니까요.거리가 멀어질수록 목표는 더 통제하기 어려워지거든요	น่าเสียดาย​ ปล่อย​ให้​มัน​หนี​ไป​ซะ​ได้​...​ การตกปลา​ก็​เหมือน​การ​ยิงปืน​ ระยะ​ยิ่ง​ไกล​ ก็​ยิ่ง​ควบคุม​เป้าหมาย​ได้​ยาก​
14033	801	301	1	没错，就这样静待时机。	沒錯，就這樣靜待時機。	Yes, just like that… Patience; wait for the right moment!	そうです、静かにチャンスを待ちましょう。	맞아요, 이렇게 기회를 기다리세요	ใช่​แล้ว​ แค่​รอจังหวะ​แบบ​นี้แหละ​
14034	801	301	1	我知道，你一定可以的。	我知道，你一定可以的。	I know you can do it!	知っています、貴方ならできますよ。	알아요, 당신이라면 충분히 할 수 있어요	ฉัน​รู้​ว่า​คุณ​ต้อง​ทำได้​แน่​
14035	801	301	1	还差一点，加油！	還差一點，加油！	Just a bit more, keep it up!	もう少し、頑張ってください！	조금만 더, 힘내세요!	อีกนิดเดียว สู้ๆ!
14036	801	301	1	马上……就能分出胜负了。	馬上……就能分出勝負了。	Soon... we'll know the results.	すぐに……勝敗が決まります。	곧... 승부가 갈릴 거예요	อีก​นิดเดียว​...​ ก็​จะ​รู้​ผล​แพ้ชนะ​แล้ว​
14037	801	301	1	没事的，只差最后一步了。	沒事的，只差最後一步了。	Not bad, you're just a step away.	大丈夫です、あと最後の一歩です。	괜찮아요. 이제 곧 잡을 수 있을 거예요	ไม่เป็นไร​ เหลือ​แค่​ขั้นตอน​สุดท้าย​แล้ว​ล่ะ​
14038	801	302	1	别分心，抓紧钓竿。	別分心，抓緊釣竿。	Don't lose focus. Hold tight to the rod.	集中してください、釣り竿をしっかり持ってくださいね。	집중하고 낚싯대를 꼭 붙잡으세요	อย่า​เสีย​สมาธิ​ จับ​คันเบ็ด​ให้​มั่น​
14039	801	302	1	稳住，它迟早会没力气的。	穩住，它遲早會沒力氣的。	Hold steady. It will tire out eventually.	落ち着いて、いずれ力尽きます。	버텨요, 결국엔 힘이 빠질 거예요	ใจเย็น​ๆ​ ไม่​นาน​มัน​ต้อง​หมดแรง​แน่​
14040	801	302	1	调查官，不要给它逃走的机会！	調查官，不要給它逃走的機會！	Inspector, don't let it escape!	調査官さん、逃がさないように！	조사관님, 도망갈 기회를 주지 마세요!	ผู้ตรวจการ​ อย่า​ให้โอกาส​มัน​หนี​ล่ะ​!​
14041	801	302	1	任何情况，都不能掉以轻心。	任何情況，都不能掉以輕心。	Never let your guard down...	どんな状況でも油断してはいけません。	어떤 상황에서도 방심하면 안 돼요	ไม่​ว่า​จะ​สถานการณ์​ไหน​ ก็​ห้าม​ประมาท​โดย​เด็ดขาด​
14042	801	302	1	别慌，只是意外。	別慌，只是意外。	Stay calm. It was only a mishap.	慌てないで、ただのアクシデントです。	당황하지 마세요. 그저 사고일 뿐이니까요	ใจเย็น​ๆ​ แค่​เรื่อง​ไม่​คาดคิด​น่ะ​
14043	803	101	1	调查官大人，成功了！	調查官大人，成功了！	Inspector, it worked!	調査官さま、成功しました！	조사관 나리, 성공했어요!	ท่าน​ผู้ตรวจการ​ สำเร็จ​แล้ว​ค่ะ​!​
14044	803	102	1	感觉今天调查官大人的状态很好呢！	感覺今天調查官大人的狀態很好呢！	The Inspector is in top form today!	今日の調査官さまの調子は本当にいいですね！	오늘 조사관 나리의 컨디션이 정말 좋아 보여요!	วันนี้​ดู​ท่าน​ผู้ตรวจการ​ฟอร์ม​ดีมาก​เลย​นะคะ​!​
14045	803	103	1	哇——好厉害啊调查官大人！	哇——好厲害啊調查官大人！	Wow—awesome, Inspector!	わあ——すごいですね、調査官さま！	와——정말 대단하시네요, 조사관 나리!	ว้าว​—​ เก่ง​มาก​เลย​ค่ะ​ท่าน​ผู้ตรวจการ​!​
14046	803	201	1	调、调查官大人，鱼上钩了……	調、調查官大人，魚上鉤了……	Inspector, you've got a bite...	ちょっ、調查官さま、魚がかかりました……  	조, 조사관 나리, 물고기가 걸렸어요...	ท่าน​ ท่าน​ผู้ตรวจการ​คะ​ ปลา​ติด​เบ็ด​แล้ว​...​
14047	803	201	1	果然调查官大人做什么都很厉害。	果然調查官大人做什麼都很厲害。	Indeed, Inspector seems to excel at everything.	調查官さまはなんでもできるんですね。	역시 조사관 나리는 무엇이든 잘하시네요.	สม​แล้ว​ที่​ท่าน​ผู้ตรวจการ​ทำ​อะไร​ก็​เก่ง​ไป​หมด​
14048	803	201	1	该想想今天要做的料理了呢！	該想想今天要做的料理了呢！	Now, what delicious dish should we whip up with our catch?	今日の料理について考えてみましょう！  	오늘의 요리에 대해 생각해 볼 시간이에요!	มา​คิด​เมนู​ที่จะ​ทำ​วันนี้​กัน​ดีกว่า​ค่ะ​!​
14049	803	201	1	美味的料理少不了新鲜的食材。	美味的料理少不了新鮮的食材。	Delicious dishes require fresh ingredients.	美味しい料理には新鮮な材料は欠かせません。  	맛있는 요리엔 신선한 재료가 빠질 수 없죠	อาหาร​อร่อย​ๆ​ ก็​ต้อง​มี​วัตถุดิบ​สดๆ​ ค่ะ​
14050	803	201	1	感觉今天会很顺利呢！	感覺今天會很順利呢！	I have a feeling today's going to be a great day!	今日は順調にいきそうですね！  	오늘은 잘 풀릴 것 같아요!	รู้สึก​ว่า​วันนี้​จะ​ราบรื่น​ดี​จัง​เลย​นะคะ​!​
14051	803	202	1	_fishName_跑掉了，看来刚刚线拉得太紧，鱼线承受不住那样的力量了……	_fishName_跑掉了，看來剛剛線拉得太緊，魚線承受不住那樣的力量了……	_fishName_ got away; it seems the line was too tight; it couldn't handle the force...	_fishName_が逃げてしまいました、さっき糸を引きすぎて、糸はその力に耐えられませんでした……  	_fishName_가 도망갔네요, 방금 줄을 너무 세게 당겨서 물고기가 그 힘을 견디지 못했나 봐요...	_fishName_​หนี​ไป​ซะ​แล้ว​ ดูเหมือน​เมื่อกี้​จะ​ดึง​เอ็น​แน่น​เกินไป​ เส้นเอ็น​เลย​ทน​แรง​ขนาด​นั้น​ไม่​ไหว​...​
14052	803	203	1	没关系的调查官大人，只是_fishName_而已，下次、下次一定会钓上来的！	沒關係的調查官大人，只是_fishName_而已，下次、下次一定會釣上來的！	It's alright, Inspector, it's just _fishName_. Next time, we'll definitely get it!	大丈夫ですよ、調查官さま。_fishName_だけですから、次こそは絶対に釣り上げられます！  	괜찮아요, 조사관 나리, 그저 _fishName_일 뿐이에요, 다음에, 다음에는 꼭 낚을 수 있을 거예요!	ไม่เป็นไร​นะคะ​ท่าน​ผู้ตรวจการ​ ก็​แค่​_fishName_​เท่านั้นเอง​ คราวหน้า​...​ คราวหน้า​ต้อง​ตก​ได้​แน่นอน​ค่ะ​!​
14053	803	204	1	好可惜……是_fishName_呢，不过它已经逃去好远的地方了……	好可惜……是_fishName_呢，不過它已經逃去好遠的地方了……	Such a pity... it was _fishName_, but it is long gone now...	残念です……_fishName_でしたね。でも、もう遠くへ逃げてしまいました……  	정말 아쉬워요... _fishName_였는데, 하지만 벌써 멀리 도망가 버렸네요...	น่าเสียดาย​จัง​...​เป็น​_fishName_​ซะ​ด้วย​ แต่​มัน​หนี​ไป​ไกล​แล้ว​ล่ะ​ค่ะ​...​
14054	803	301	1	加油！调查官大人，快成功了！	加油！調查官大人，快成功了！	Keep it up! Inspector, you've nearly got it!	頑張ってください！調查官さま、もうすぐ成功します！  	힘내세요! 조사관 나리, 곧 잡을 수 있을 거예요!	สู้​ๆ​ นะคะ​ท่าน​ผู้ตรวจการ​ ใกล้​สำเร็จ​แล้ว​ค่ะ​!​
14055	803	301	1	唔呃……我都忍不住紧张起来了……	阿嗚……我都忍不住緊張起來了……	Oh... I can't seem to shake these nerves...	ううっ……ライスまで緊張してきました……  	음... 저도 모르게 긴장하고 말았네요...	อุ๊ย​...​ ดิฉัน​เอง​ยัง​รู้สึก​ตื่นเต้น​ไป​ด้วย​เลย​ค่ะ​...​
14056	803	301	1	太好了，鱼还没能逃走……	太好了，魚還沒能逃走……	Perfect, the fish is still on the line...	良かった、魚はまだ逃げていません……  	정말 다행이에요, 물고기가 아직 도망가지 않았어요...	ดี​จัง​ค่ะ​ ปลา​ยัง​ไม่​หนี​ไป​...​
14057	803	301	1	呼——只是虚惊一场呢。	呼——只是虛驚一場呢。	Whew—false alarm.	ふぅ、ひやひやしましたね。	후——놀란 것뿐이에요	ฟู่​ว​—​ แค่​ตกใจ​ไป​เอง​เท่านั้น​ค่ะ​
14058	803	301	1	果然，坚持就是胜利。	果然，堅持就是勝利。	Indeed, persistence is the key to victory.	やはり、諦めないことが勝利への鍵ですね。  	역시, 버티는 것이 승리하는 거예요	อย่าง​ที่​คิด​ ความพยายาม​คือ​ชัยชนะ​ค่ะ​
14059	803	302	1	稳住啊，调查官大人！	穩住啊，調查官大人！	Hold steady, Inspector!	落ち着いてください、調查官さま！  	버텨요, 조사관 나리!	จับ​ให้​มั่น​นะคะ​ ท่าน​ผู้ตรวจการ​!​
14060	803	302	1	这条鱼的力气……可真大啊……	這條魚的力氣……可真大啊……	This fish... it's incredibly strong...	この魚の力……本当に強いですね……  	이 물고기의 힘이... 정말 대단하네요...	ปลา​ตัว​นี้​แรง​...​ เยอะ​จริงๆ​ เลย​ค่ะ​...​
14061	803	302	1	不好，它看起来生气了……	不好，它看起來生氣了……	Oh no, it seems angry...	まずい、怒っているようです……  	큰일이에요. 화가 났나 봐요…	ไม่​ดีแล้ว​ค่ะ​ ดูเหมือน​มัน​จะ​โกรธ​...​
14062	803	302	1	没事的，我相信调查官大人！	沒事的，我相信調查官大人！	It's alright; I have faith in you, Inspector!	大丈夫です、調查官さまを信じています！  	걱정 마세요, 저는 조사관 나리를 믿어요!	ไม่เป็นไร​ค่ะ​ ฉัน​เชื่อมั่น​ใน​ตัว​ท่าน​ผู้ตรวจการ​!​
14063	803	302	1	唔——还差一点了，加油啊！	嗚——還差一點了，加油啊！	Uh—just a little more, come on!	うーん、もう少しです、頑張ってください！  	음—— 조금만 더요. 힘내세요!	อือ​—​อีก​นิดเดียว​แล้ว​ สู้​ๆ​ นะคะ​!​
14064	802	101	1	位置不是很理想呢。	位置不是很理想呢。	This fishing spot isn't the best.	位置があまり理想的ではありませんね。	위치가 그렇게 좋진 않네요	ตำแหน่ง​ไม่ค่อย​ดี​เท่าไหร่​เลย​นะ​
14065	802	102	1	这次感觉不错。	這次感覺不錯。	It feels good this time.	今回は良さそうです。	이번엔 느낌이 좋네요	คราวนี้รู้สึกไม่เลว
14066	802	103	1	很完美的抛竿！	很完美的拋竿！	A perfect cast!	完璧なスイングです！	완벽한 캐스팅이에요!	เหวี่ยง​เบ็ด​ได้​สมบูรณ์แบบ​!​
14067	802	201	1	又有收获了，该说不愧是你吗，调查官。	又有收獲了，該說不愧是你嗎，調查官。	Another catch; indeed, you do live up to your reputation, Inspector.	また収穫がありましたね、さすがですね、調査官さん。	또 수확이 있네요, 역시 당신이군요. 조사관님	ได้​ผลงาน​อีกแล้ว​ สม​แล้ว​ที่​เป็นคุณ​นะ​ ผู้ตรวจการ​
14068	802	201	1	你真的很厉害，调查官。	你真的很厲害，調查官。	Excellent work, Inspector!	本当にすごいです、調査官さん。	당신은 정말 대단해요, 조사관님	คุณ​นี่​เก่ง​จริงๆ​ ผู้ตรวจการ​
14069	802	201	1	干得好，不过切忌得意忘形。	幹得好，不過切忌得意忘形。	Well done, but don't get carried away.	上手く行きましたが、油断は禁物ですよ。	잘했어요, 하지만 자만하지는 말아야 해요	ทำ​ได้ดี​ แต่​อย่า​เพิ่ง​ได้ใจ​ไป​
14070	802	201	1	这是你努力得来的结果。	這是你努力得來的結果。	Your dedication has paid off.	これは貴方の努力の結果です。	이건 당신이 노력한 결과예요	นี่​คือ​ผล​จาก​ความพยายาม​ของ​คุณ​
14071	802	201	1	你总能让我看到惊人的一面。	你總能讓我看到驚人的一面。	You never cease to impress me.	いつも私に驚きを与えてくれますね。	당신은 항상 놀라운 모습을 보여주네요	คุณ​ทำให้​ฉัน​ประหลาดใจ​ได้​เสมอ​เลย​นะ​
14072	802	202	1	没想到鱼线会被_fishName_直接扯断，或许该考虑购入新的鱼线了。	沒想到魚線會被_fishName_直接扯斷，或許該考慮購入新的魚線了。	Oh no, the _fishName_ snapped your line! Maybe it's time to invest in a sturdier one.	_fishName_によって直接糸が切られるなんて、新しい釣り糸を買うことを考えたほうがいいかもしれません。	_fishName_ 때문에 낚시줄이 바로 끊어졌네요. 새 낚싯줄을 구매해야 할 때인 것 같아요	ไม่​นึก​ว่า​เส้นเอ็น​จะ​ถูก​_fishName_​ดึง​ขาด​ไป​เลย​ บางที​ควร​ซื้อ​เอ็น​เส้น​ใหม่​ได้​แล้ว​นะ​
14073	802	203	1	是_fishName_吗……这种鱼看来比想象中的更棘手啊……	是_fishName_嗎……這種魚看來比想像中的更棘手啊……	Is it _fishName_? It seems tougher than I'd anticipated...	_fishName_ですか……この魚は想像以上に手強いようですね……	_fishName_인가요... 이 물고기가 생각보다 더 잡기 어려운 것 같아요…	เป็น​_fishName_​สิ​นะ​...​ ปลา​ชนิด​นี้​ดูจะ​ยุ่งยาก​กว่า​ที่​คิด​ไว้​...​
14074	802	204	1	真遗憾，让它逃走了啊……钓鱼和射击一样，距离越远，目标就越不可控。	真遺憾，讓它逃走了啊……釣魚和射擊一樣，距離越遠，目標就越不可控。	Ah, what a shame to let it get away... Just like archery, fishing gets trickier the farther your target is.	残念、逃げられましたね……釣りも射撃も同じ、距離が遠ければ遠いほど、ターゲットはコントロールしにくくなります。	정말 아쉬워요, 도망가게 내버려뒀네요... 낚시와 사격은 같으니까요.거리가 멀어질수록 목표는 더 통제하기 어려워지거든요	น่าเสียดาย​ ปล่อย​ให้​มัน​หนี​ไป​ซะ​ได้​...​ การตกปลา​ก็​เหมือน​การ​ยิงปืน​ ระยะ​ยิ่ง​ไกล​ ก็​ยิ่ง​ควบคุม​เป้าหมาย​ได้​ยาก​
14075	802	301	1	没错，就这样静待时机。	沒錯，就這樣靜待時機。	Yes, just like that… Patience; wait for the right moment!	そうです、静かにチャンスを待ちましょう。	맞아요, 이렇게 기회를 기다리세요	ใช่​แล้ว​ แค่​รอจังหวะ​แบบ​นี้แหละ​
14076	802	301	1	我知道，你一定可以的。	我知道，你一定可以的。	I know you can do it!	知っています、貴方ならできますよ。	알아요, 당신이라면 충분히 할 수 있어요	ฉัน​รู้​ว่า​คุณ​ต้อง​ทำได้​แน่​
14077	802	301	1	还差一点，加油！	還差一點，加油！	Just a bit more, keep it up!	もう少し、頑張ってください！	조금만 더, 힘내세요!	อีกนิดเดียว สู้ๆ!
14078	802	301	1	马上……就能分出胜负了。	馬上……就能分出勝負了。	Soon... we'll know the results.	すぐに……勝敗が決まります。	곧... 승부가 갈릴 거예요	อีก​นิดเดียว​...​ ก็​จะ​รู้​ผล​แพ้ชนะ​แล้ว​
14079	802	301	1	没事的，只差最后一步了。	沒事的，只差最後一步了。	Not bad, you're just a step away.	大丈夫です、あと最後の一歩です。	괜찮아요. 이제 곧 잡을 수 있을 거예요	ไม่เป็นไร​ เหลือ​แค่​ขั้นตอน​สุดท้าย​แล้ว​ล่ะ​
14080	802	302	1	别分心，抓紧钓竿。	別分心，抓緊釣竿。	Don't lose focus. Hold tight to the rod.	集中してください、釣り竿をしっかり持ってくださいね。	집중하고 낚싯대를 꼭 붙잡으세요	อย่า​เสีย​สมาธิ​ จับ​คันเบ็ด​ให้​มั่น​
14081	802	302	1	稳住，它迟早会没力气的。	穩住，它遲早會沒力氣的。	Hold steady. It will tire out eventually.	落ち着いて、いずれ力尽きます。	버텨요, 결국엔 힘이 빠질 거예요	นิ่ง​ไว้​ เดี๋ยว​มัน​ก็​หมดแรง​ไป​เอง​
14082	802	302	1	调查官，不要给它逃走的机会！	調查官，不要給它逃走的機會！	Inspector, don't let it escape!	調査官さん、逃がさないように！	조사관님, 도망갈 기회를 주지 마세요!	ผู้ตรวจการ​ อย่า​ให้โอกาส​มัน​หนี​ล่ะ​!​
14083	802	302	1	任何情况，都不能掉以轻心。	任何情況，都不能掉以輕心。	Never let your guard down...	どんな状況でも油断してはいけません。	어떤 상황에서도 방심하면 안 돼요	ไม่​ว่า​จะ​สถานการณ์​ไหน​ ก็​ห้าม​ประมาท​โดย​เด็ดขาด​
14084	802	302	1	别慌，只是意外。	別慌，只是意外。	Stay calm. It was only a mishap.	慌てないで、ただのアクシデントです。	당황하지 마세요. 그저 사고일 뿐이니까요	ใจเย็น​ๆ​ แค่​เรื่อง​ไม่​คาดคิด​น่ะ​
14085	144	101	1	马马虎虎~	馬馬虎虎~	I could've done better!	まあまあですね〜  	그저 그렇네요~	ก็พอใช้ได้นะ~
14086	144	102	1	好彩头！	好彩頭！	Lucky break! 	ヤッター！	좋았어!	ดวงดีนี่!
14087	144	103	1	无论做什么，都是起手最重要呢。	無論做什麼，都是起手最重要呢。	The key to success in any endeavor is getting off to a strong start.	何をするにも、最初が肝心ですよ。	뭐든 시작이 중요한 법이야.	ไม่​ว่า​จะ​ทำ​อะไร​ การ​เริ่มต้น​น่ะ​สำคัญ​ที่สุด​
14088	144	201	1	手到擒来呢，前辈！	手到擒來呢，前輩！	Easy as pie!	朝飯前ですよ、先輩！  	꼭 낚으라고 선배!	ถ้า​ถึง​ก็​ใช้​มือ​จับได้​เลย​นะ​ รุ่นพี่​!​
14089	144	201	1	是退休后也不用发愁的水平哦。	是退休後也不用發愁的水準哦。	You'll be able to rely on your skills well into retirement.	引退後も心配ないレベルですよ。  	은퇴 후에도 걱정할 필요 없는 수준이네.	ระดับ​นี้​เกษียณ​ไป​ก็​ไม่ต้อง​กังวล​เรื่อง​เงิน​แล้ว​ล่ะ​
14090	144	201	1	中大奖咯！	中大獎咯！	Caught a big one!	大当たりです！  	월척이다!	ถูกรางวัลใหญ่แล้ว!
14091	144	201	1	要怎么吃掉它才好呢……	要怎麼吃掉它才好呢……	Hmm, how should I eat it?	どうやって食べたらいいかな……  	어떻게 먹어야 맛있게 먹었다고 소문날까..	จะกินมันยังไงดีนะ...
14092	144	201	1	万事胜意！	萬事勝意！	All the best! 	万事順調！  	아싸뵤!	ทุกอย่าง​เป็นไปตาม​ที่หวัง​!​
14093	144	202	1	过满则亏、过犹不及。	過滿則虧、過猶不及。	Too much is just as bad as not enough…	過ぎたるは及ばざるが如し。  	너무 지나치면 손해일 수도.	เกิน​มา​ก็​เสียเปล่า​ มาก​ไป​ก็​ไม่​ดี​
14094	144	203	1	也不能太温柔啦。	也不能太溫柔啦。	One mustn't be too gentle.	あまり優しすぎてもダメですよ。  	너무 부드럽게만 하면 안 될 것 같아.	จะ​อ่อนโยน​เกินไป​ก็​ไม่​ได้​นะ​
14095	144	204	1	欲拒还迎也不能离太远嘛。	欲拒還迎也不能離太遠啊。	Don't play around too much or you'll lose your catch!	つかずはなれず、適度にです。	적당한 거리를 유지해야 돼.	จะ​เล่นตัว​ก็​อย่า​ห่าง​เกินไป​สิ​
14096	144	301	1	好险好险！	好險好險！	That was close! 	本当に危なかった！  	아슬아슬했어!	เกือบไปแล้ว!
14097	144	301	1	想做漏网之鱼可没有那么简单。	想做漏網之魚可沒有那麼簡單。	You won't escape that easily, little fishy.	逃げようにも、そう簡単には逃がさないよ。  	빠져나가는 건 그렇게 쉽지 않을 거야	การ​จะ​เป็น​ปลา​ที่​รอด​จาก​อวน​น่ะ​ไม่​ง่าย​หรอก​นะ​
14098	144	301	1	这就是，前辈的手段~！	這就是，前輩的手段~！	That's an advanced technique!	これが、先輩の手腕ですか〜！  	이게 바로 선배의 노하우~~	นี่แหละ​คือ​ ฝีมือ​ของ​รุ่นพี่​~!​
14099	144	301	1	Lucky！	Lucky！	Lucky! 	ラッキー！  	Lucky！	โชคดีสุดๆ!
14100	144	301	1	只要愿意补救，就永远来得及。	只要願意補救，就永遠來得及。	As long as you're willing to put in the effort, it's never too late to make amends.	改善の意志があれば、いつでも間に合いますよ。  	마음만 먹으면 언제든지 가능해.	ตราบใดที่​เต็มใจ​ที่จะ​แก้ไข​ ก็​ไม่​มี​คำ​ว่า​สาย​เกินไป​นะ​
14101	144	302	1	溜掉了……	溜掉了……	It slipped away... 	逃げられました……  	도망갔네..	หลุดไปซะแล้ว...
14102	144	302	1	有所失就会有所得的……别丧气。	有所失就會有所得的……別喪氣。	Losses and gains often go hand in hand. Don't be discouraged.	失ったものがあれば得るものも……元気出してください。  	잃는 게 있으면 얻는 게 있는 법.. 낙담하지 마 선배.	มี​ได้​ก็​ย่อม​มี​เสีย​...​ อย่า​ท้อ​เลย​นะ​
14103	144	302	1	下次有缘再见好了！	下次有緣再見好了！	Until we meet again!	縁があればまた会えます！	인연이 있으면 다음에 만나야겠네~	ไว้​มีโอกาส​แล้ว​เจอกัน​อีก​นะ​!​
14104	144	302	1	前辈累了的话，可以依靠小千哦。	前輩累了的話，可以依靠小千哦。	If you're tired, just let me take care of you!	疲れたら、千ちゃんに頼ってもいいですよ、先輩。  	선배, 지쳤다면 트릭시한테 기대라고~	ถ้า​รุ่นพี่​เหนื่อย​ ก็​พึ่ง​ท​ริก​ซี่​ได้​นะ​
14105	144	302	1	暂时放它一马。	暫時放它一馬。	I'll let it slide, just this once.	一時的に見逃してあげる。	잠시 휴식할까.	ปล่อยมันไปก่อนแล้วกัน
14106	141	101	1	哎呀~！有点可惜！	哎呀~！有點可惜！	Oh dear! That was close!	あら～！ちょっと残念！  	아앗~! 좀 아쉽네!	ว้า~ น่าเสียดายจัง!
14107	141	102	1	发挥稳定喵~！	發揮穩定喵~！	Steady performance, meow!	パフォーマンス安定して来たね～	잘하고 있다냥~!	รักษา​ฟอร์ม​ได้ดี​เลย​นะ​เมี้ยว​~!​
