Id	roleId	groupId	rolename	name	voice	voice2	status	desk	desk_zh_TW	desk_en_UK	desk_ja_JP	desk_ko_KR	desk_th_TH	desk2	desk2_zh_TW	desk2_en_UK	desk2_ja_JP	desk2_ko_KR	desk2_th_TH
140	138008	3	望舒	赠送礼物后	vo_give_gift_138008	vo_give_gift_138008	1	既已收下了你的心意，我也该表示一下我的真心啊。	既已收下了你的心意，我也該表示一下我的真心啊。	Well, I must say, I return the compliment!	あなたの気持ちを受け取ったからには、お返しとして、私の真心も見せなければならないわね。	너의 마음을 받았으니, 나도 내 진심을 보여줘야겠는걸?	เมื่อ​ได้รับ​น้ำใจ​จาก​คุณ​แล้ว​ ฉัน​ก็​ควร​แสดง​ความจริงใจ​ตอบแทน​สิ​นะคะ​	既已收下了你的心意，我也该表示一下我的真心啊。	既已收下了你的心意，我也該表示一下我的真心啊。	Your thoughtful gesture has touched me deeply; allow me to reciprocate your heartfelt sincerity.	あなたの気持ちを受け取ったからには、お返しとして、私の真心も見せなければならないわね。	너의 마음을 받았으니, 나도 내 진심을 보여줘야겠는걸?	เมื่อ​ได้รับ​น้ำใจ​จาก​คุณ​แล้ว​ ฉัน​ก็​ควร​แสดง​ความจริงใจ​ตอบแทน​สิ​นะคะ​
141	140008	1	多洛茜	打招呼	vo_hello_gift_140008	vo_hello_gift_140008	1	如果用一种食物来形容自己……您会选择什么呢？	如果用一種食物來形容自己……您會選擇什麼呢？	If you were to describe yourself as a food… What food would you choose?	自分を食べ物で例えるなら……何を選びますか？	한가지 음식으로 날 형용한다면… 어떤걸 선택할 건가요?	ถ้า​เปรียบ​ตัวเอง​เป็น​อาหาร​ชนิด​หนึ่ง​...​ คุณ​จะ​เลือก​อะไร​กัน​คะ​?​	如果用一种食物来形容自己……您会选择什么呢？	如果用一種食物來形容自己……您會選擇什麼呢？	If you were to describe yourself as a food… What food would you choose?	自分を食べ物で例えるなら……何を選びますか？	한가지 음식으로 날 형용한다면… 어떤걸 선택할 건가요?	ถ้า​เปรียบ​ตัวเอง​เป็น​อาหาร​ชนิด​หนึ่ง​...​ คุณ​จะ​เลือก​อะไร​กัน​คะ​?​
142	140008	3	多洛茜	赠送礼物后	vo_give_gift_140008	vo_give_gift_140008	1	感谢您的慷慨~原来这就是……	感謝您的慷慨~原來這就是……	Thank you for your generosity. Wow, so this must be…	ありがとうございます～なるほど……ふふ。	감탄해주셔서 고마워요~ 이게 바로…	ขอบคุณ​สำหรับ​ความเอื้อเฟื้อ​ค่ะ​~​ ที่แท้​นี่​ก็​คือ​...​	感谢您的慷慨~原来这就是……	感謝您的慷慨~原來這就是……	Thank you for your generosity. Wow, so this must be…	ありがとうございます～なるほど……ふふ。	감탄해주셔서 고마워요~ 이게 바로…	ขอบคุณ​สำหรับ​ความเอื้อเฟื้อ​ค่ะ​~​ ที่แท้​นี่​ก็​คือ​...​
143	801008	1	红茶	打招呼	vo_hello_gift_801008	vo_hello_gift_801008	1	你来找我吗，调查官？正好，我刚刚训练完，想去休息一下。	你來找我嗎，調查官？正好，我剛剛訓練完，想去休息一下。	Are you looking for me, Inspector? I just finished my training and wanted to take a break.	調査官さん、いついらしたのですか？ ちょうど訓練が終わったので、休憩しようと思っていたところです。	저를 찾으셨나요, 조사관님? 마침 훈련이 끝나서 쉬려던 참이었어요.	มาหา​ฉัน​เหรอ​ ผู้ตรวจการ​?​ พอดี​เลย​ ฉัน​เพิ่ง​ฝึก​เสร็จ​ กำลังจะ​ไป​พัก​เลย​	你来找我吗，调查官？正好，我刚刚训练完，想去休息一下。	你來找我嗎，調查官？正好，我剛剛訓練完，想去休息一下。	Are you looking for me, Inspector? I just finished my training and wanted to take a break.	調査官さん、いついらしたのですか？ ちょうど訓練が終わったので、休憩しようと思っていたところです。	저를 찾으셨나요, 조사관님? 마침 훈련이 끝나서 쉬려던 참이었어요.	มาหา​ฉัน​เหรอ​ ผู้ตรวจการ​?​ พอดี​เลย​ ฉัน​เพิ่ง​ฝึก​เสร็จ​ กำลังจะ​ไป​พัก​เลย​
144	801008	3	红茶	赠送礼物后	vo_give_gift_801008	vo_give_gift_801008	1	没想到你会给我送来这些，谢谢，我很喜欢。	沒想到你會給我送來這些，謝謝，我很喜歡。	Thank you for bringing me these. I really like them.	こんな物をいただけるとは、ありがとうございます、嬉しいですわ。	제게 선물을 주실 줄은 몰랐는데... 감사해요. 마음에 쏙 들어요.	ไม่​นึก​ว่า​คุณ​จะ​เอา​ของ​พวก​นี้​มา​ให้​ ขอบคุณ​นะ​ ฉัน​ชอบ​มาก​เลย​	没想到你会给我送来这些，谢谢，我很喜欢。	沒想到你會給我送來這些，謝謝，我很喜歡。	Thank you for bringing me these. I really like them.	こんな物をいただけるとは、ありがとうございます、嬉しいですわ。	제게 선물을 주실 줄은 몰랐는데... 감사해요. 마음에 쏙 들어요.	ไม่​นึก​ว่า​คุณ​จะ​เอา​ของ​พวก​นี้​มา​ให้​ ขอบคุณ​นะ​ ฉัน​ชอบ​มาก​เลย​
145	802008	1	红茶	打招呼	vo_hello_gift_802008	vo_hello_gift_802008	1	调查官，既然来了，要和我一起坐下喝杯茶吗？	調查官，既然來了，要和我一起坐下喝杯茶嗎？	Since you're here, Inspector, would you like to have a cup of tea?	調査官さん、せっかくですし、私と一緒にお茶でもいかがですか？	조사관님, 오신 김에 저랑 차 한잔 드시겠어요?	ผู้ตรวจการ​ ใน​เมื่อ​มา​แล้ว​ จะ​นั่ง​ดื่ม​ชา​ด้วยกัน​สักหน่อย​ไหม​ล่ะ​?​	调查官，既然来了，要和我一起坐下喝杯茶吗？	調查官，既然來了，要和我一起坐下喝杯茶嗎？	Since you're here, Inspector, would you like to have a cup of tea?	調査官さん、せっかくですし、私と一緒にお茶でもいかがですか？	조사관님, 오신 김에 저랑 차 한잔 드시겠어요?	ผู้ตรวจการ​ ใน​เมื่อ​มา​แล้ว​ จะ​นั่ง​ดื่ม​ชา​ด้วยกัน​สักหน่อย​ไหม​ล่ะ​?​
146	802008	3	红茶	赠送礼物后	vo_give_gift_802008	vo_give_gift_802008	1	真是神奇，你送给我的这些食物总有种令人怀念的家乡味道。	真是神奇，你送給我的這些食物總有種令人懷念的家鄉味道。	It's amazing how the food you bring always reminds me of my hometown.	不思議です、貴方がくれた食べ物は、いつも故郷の懐かしい味がしますわ。	참 신기해요. 왠지 모르겠지만 조사관님이 주는 음식들은 그리운 고향의 맛을 떠올리게 하네요.	แปลก​จัง​นะ​ อาหาร​ที่​คุณ​ให้​มา​ มักจะ​มี​รสชาติ​ที่​ทำให้​คิดถึงบ้าน​อยู่​เสมอ​เลย​	真是神奇，你送给我的这些食物总有种令人怀念的家乡味道。	真是神奇，你送給我的這些食物總有種令人懷念的家鄉味道。	It's amazing how the food you bring always reminds me of my hometown.	不思議です、貴方がくれた食べ物は、いつも故郷の懐かしい味がしますわ。	참 신기해요. 왠지 모르겠지만 조사관님이 주는 음식들은 그리운 고향의 맛을 떠올리게 하네요.	แปลก​จัง​นะ​ อาหาร​ที่​คุณ​ให้​มา​ มักจะ​มี​รสชาติ​ที่​ทำให้​คิดถึงบ้าน​อยู่​เสมอ​เลย​
147	803008	1	米饭	打招呼	vo_hello_gift_803008	vo_hello_gift_803008	1	糟、糟了。我，我还没为调查官大人准备好餐食……嗯？您是说您带了吃的给我吗？	糟、糟了。我，我還沒為調查官大人準備好餐食……嗯？您是說您帶了吃的給我嗎？	Oh, dear! I haven't prepared any food for Inspector. Oh, did you say you brought me something to eat?	たっ、大変です。まだ食事の用意が出来ていません……えっ？ライスのために、食べ物を持ってきてくださったのですか？	앗, 어쩌죠. 저, 저는 조사관 나리께 드릴 음식을 준비하지 못했어요...\n네? 제게 주실 음식을 가져오셨다고요?	แย่​...​แย่​แล้ว​ ฉัน​...​ฉัน​ยัง​ไม่​ได้​เตรียม​อาหาร​ให้​ท่าน​ผู้ตรวจการ​เลย​...​ หืม​?​ ท่าน​บอ​กว่า​เอา​อาหาร​มา​ให้​ฉัน​เหรอ​คะ​?​	糟、糟了。我，我还没为调查官大人准备好餐食……嗯？您是说您带了吃的给我吗？	糟、糟了。我，我還沒為調查官大人準備好餐食……嗯？您是說您帶了吃的給我嗎？	Oh, dear! I haven't prepared any food for Inspector. Oh, you mean you brought me something?	たっ、大変です。まだ食事の用意が出来ていません……えっ？ライスのために、食べ物を持ってきてくださったのですか？	앗, 어쩌죠. 저, 저는 조사관 나리께 드릴 음식을 준비하지 못했어요...\n네? 제게 주실 음식을 가져오셨다고요?	แย่​...​แย่​แล้ว​ ฉัน​...​ฉัน​ยัง​ไม่​ได้​เตรียม​อาหาร​ให้​ท่าน​ผู้ตรวจการ​เลย​...​ หืม​?​ ท่าน​บอ​กว่า​เอา​อาหาร​มา​ให้​ฉัน​เหรอ​คะ​?​
148	803008	3	米饭	赠送礼物后	vo_give_gift_803008	vo_give_gift_803008	1	无论调查官大人给我什么……我都很满足了……	無論調查官大人給我什麼……我都很滿足了……	I am happy with anything you bring me, Inspector.	調査官さまが選んでくれるのなら……なんでも嬉しいですよ……	조사관 나리께서 제게 주시는 거라면... 전 뭐든 좋아요...	ไม่​ว่า​ท่าน​ผู้ตรวจการ​จะ​ให้​อะไร​...​ ฉัน​ก็​พอใจ​สุด​ๆ​ เลย​ค่ะ​...​	无论调查官大人给我什么……我都很满足了……	無論調查官大人給我什麼……我都很滿足了……	I am happy with anything you bring me, Inspector.	調査官さまが選んでくれるのなら……なんでも嬉しいですよ……	조사관 나리께서 제게 주시는 거라면... 전 뭐든 좋아요...	ไม่​ว่า​ท่าน​ผู้ตรวจการ​จะ​ให้​อะไร​...​ ฉัน​ก็​พอใจ​สุด​ๆ​ เลย​ค่ะ​...​
149	904001	1	玛拉	打招呼	vo_hello_gift_904001	vo_hello_gift_904001	1	是要送给我什么吗？……我很久没有收到过礼物了，你选什么都行。	是要送給我什麼嗎？……我很久沒有收到過禮物了，你選什麼都行。	Are you trying to give me something? It's been a long time since I got a gift, so I'll be happy with anything you choose.	私に何かをくれるのか？……プレゼントをもらうのは久しぶりだ、なんでも嬉しいよ。	나한테 선물을 주려고? ...마지막으로 선물을 받은 게 언제인지 모르겠군. 그대가 주는 거라면 뭐든 괜찮을지도.	จะ​ให้​อะไร​ฉัน​เหรอ​คะ​?...​ ฉัน​ไม่​ได้รับ​ของขวัญ​มา​นาน​แล้ว​ จะ​อะไร​ก็ได้​ค่ะ​	是要送给我什么吗？……我很久没有收到过礼物了，你选什么都行。	是要送給我什麼嗎？……我很久沒有收到過禮物了，你選什麼都行。	Are you trying to give me something? It's been a long time since I got a gift, so I'll be happy with anything you choose.	私に何かをくれるのか？……プレゼントをもらうのは久しぶりだ、なんでも嬉しいよ。	나한테 선물을 주려고? ...마지막으로 선물을 받은 게 언제인지 모르겠군. 그대가 주는 거라면 뭐든 괜찮을지도.	จะ​ให้​อะไร​ฉัน​เหรอ​คะ​?...​ ฉัน​ไม่​ได้รับ​ของขวัญ​มา​นาน​แล้ว​ จะ​อะไร​ก็ได้​ค่ะ​
150	904001	3	玛拉	赠送礼物后	vo_give_gift_904001	vo_give_gift_904001	1	这个时候是要说谢谢吧，那么谢谢你，我的同伴。	這個時候是要說謝謝吧，那麼謝謝你，我的同伴。	Now is the time to say thank you, so...Thanks, partner.	こういう時は礼を言うべきなんだろ。ありがとう、私の……仲間。	이런 상황에선 고맙다고 하는 거겠지. 고맙네, 동지여.	ตอนนี้​ต้อง​พูด​ขอบคุณ​สิ​นะ​ งั้น​ก็​ขอบคุณ​นะ​ เพื่อน​ของ​ฉัน​	这个时候是要说谢谢吧，那么谢谢你，我的同伴。	這個時候是要說謝謝吧，那麼謝謝你，我的同伴。	Now is the time to say thank you, so… Thanks, partner.	こういう時は礼を言うべきなんだろ。ありがとう、私の……仲間。	이런 상황에선 고맙다고 하는 거겠지. 고맙네, 동지여.	ตอนนี้​ต้อง​พูด​ขอบคุณ​สิ​นะ​ งั้น​ก็​ขอบคุณ​นะ​ เพื่อน​ของ​ฉัน​
151	904002	1	通夜	打招呼	vo_hello_gift_904002	vo_hello_gift_904002	1	没想到……你这么想见到我呢！	沒想到……你這麼想見到我呢！	I did not expect...you'd want to see me so much!	なんだお前……そんなに俺に会いたいのか？	생각도 못 했어... 네가 날 이렇게나 만나고 싶어 할 줄이야!	ไม่​นึก​เลย​นะ​...​ ว่า​คุณ​จะ​อยาก​เจอ​ฉัน​ขนาด​นี้​!​	没想到……你这么想见到我呢！	沒想到……你這麼想見到我呢！	I'm truly taken aback... I had no idea you were so eager to be in my company!	なんだお前……そんなに俺に会いたいのか？	생각도 못 했어... 네가 날 이렇게나 만나고 싶어 할 줄이야!	ไม่​นึก​เลย​นะ​...​ ว่า​คุณ​จะ​อยาก​เจอ​ฉัน​ขนาด​นี้​!​
152	904002	3	通夜	赠送礼物后	vo_give_gift_904002	vo_give_gift_904002	1	不错嘛！这也就比复仇成功差那么一点点了，哈哈哈哈——	不錯啊！這也就比復仇成功差那麼一點點了，哈哈哈哈——	Not bad! This is just a tiny bit short of a successful revenge, ha ha ha ha...	悪くねぇ！これで復讐成功まであと少しだ、ハハハハッ！	괜찮네! 복수에 성공한 것보단 아주 조금 덜하지만, 하하하하!	ไม่เลว​นี่​!​ เกือบจะ​สะใจ​พอ​ๆ​ กับ​การ​ล้างแค้น​แล้ว​ล่ะ​ ฮ่า​ฮ่า​ฮ่า​!​	不错嘛！这也就比复仇成功差那么一点点了，哈哈哈哈——	不錯啊！這也就比復仇成功差那麼一點點了，哈哈哈哈——	Not bad! This is just a tiny bit short of a successful revenge, hahaha...	悪くねぇ！これで復讐成功まであと少しだ、ハハハハッ！	괜찮네! 복수에 성공한 것보단 아주 조금 덜하지만, 하하하하!	ไม่เลว​นี่​!​ เกือบจะ​สะใจ​พอ​ๆ​ กับ​การ​ล้างแค้น​แล้ว​ล่ะ​ ฮ่า​ฮ่า​ฮ่า​!​
153	904005	1	刀客	打招呼	vo_hello_gift_904005	vo_hello_gift_904005	1	有事？	有事？	Need something?	何か用？	용건은?	มีอะไร?	有事？	有事？	Need something?	何か用？	용건은?	มีอะไร?
154	904005	3	刀客	赠送礼物后	vo_give_gift_904005	vo_give_gift_904005	1	多谢……	多謝……	Thanks…	ありがとう……	고맙군...	ขอบคุณ...	多谢……	多謝……	Thanks…	ありがとう……	고맙군...	ขอบคุณ...
155	904006	1	阿嘘	打招呼	vo_hello_gift_904006	vo_hello_gift_904006	1	礼物？你……不会送我什么奇怪的东西吧？	禮物？你……不會送我什麼奇怪的東西吧？	Gift? It's…not anything weird, is it?	プレゼント？お前……変なものとかじゃないよな？	선물? 나... 나한테 이상한 물건 주려는 건 아니지?	ของขวัญ​?​ คุณ​...​ คง​ไม่​ได้​ให้​อะไร​แปลก​ๆ​ กับ​ฉัน​ใช่ไหม​?​	礼物？你……不会送我什么奇怪的东西吧？	禮物？你……不會送我什麼奇怪的東西吧？	A gift? It's… not anything weird, is it?	プレゼント？お前……変なものとかじゃないよな？	선물? 나... 나한테 이상한 물건 주려는 건 아니지?	ของขวัญ​?​ คุณ​...​ คง​ไม่​ได้​ให้​อะไร​แปลก​ๆ​ กับ​ฉัน​ใช่ไหม​?​
156	904006	3	阿嘘	赠送礼物后	vo_give_gift_904006	vo_give_gift_904006	1	你还记得……我喜欢什么？	你還記得……我喜歡什麼？	Do you still remember...things I like?	俺の好物……覚えてる？	내가 뭘 좋아하는지... 기억하고 있다고?	คุณ​ยัง​จำได้​เห​รอ.​..​ ว่า​ฉัน​ชอบ​อะไร​?​	你还记得……我喜欢什么？	你還記得……我喜歡什麼？	Tell me, do you recall... the little things that bring me joy and delight?	俺の好物……覚えてる？	내가 뭘 좋아하는지... 기억하고 있다고?	คุณ​ยัง​จำได้​เห​รอ.​..​ ว่า​ฉัน​ชอบ​อะไร​?​
157	904009	1	瑞德	打招呼	vo_hello_gift_904009	vo_hello_gift_904009	1	哦，哦——选料理？嘻嘻，这学问可深了！幸好我在行~	哦，哦——選料理？嘻嘻，這學問可深了！幸好我在行~	Oh? Choosing a dish? Hehe, that's quite a skill! Fortunately, I've got this!	おお……おお！料理を選んでいるのか？ははっ、それは奥深いぞ！幸いなことに、僕はそれが得意なんだ。	오, 오! 요리를 고르라고? 히히, 심오한 학문이야! 걱정하지 마, 내가 이 분야 전문가이 거든~	โอ้ว​ โอ้ว​—​ เลือก​ของกิน​?​ คิคิ​ เรื่อง​นี้​ซับซ้อน​มาก​นะ​!​ แต่​โชคดี​ที่​ฉัน​ถนัด​~​	哦，哦——选料理？嘻嘻，这学问可深了！幸好我在行~	哦，哦——選料理？嘻嘻，這學問可深了！幸好我在行~	Oh? Choosing a dish? Hehe, that's quite a skill! Fortunately, I've got this!	おお……おお！料理を選んでいるのか？ははっ、それは奥深いぞ！幸いなことに、僕はそれが得意なんだ。	오, 오! 요리를 고르라고? 히히, 심오한 학문이야! 걱정하지 마, 내가 이 분야 전문가이 거든~	โอ้ว​ โอ้ว​—​ เลือก​ของกิน​?​ คิคิ​ เรื่อง​นี้​ซับซ้อน​มาก​นะ​!​ แต่​โชคดี​ที่​ฉัน​ถนัด​~​
158	904009	3	瑞德	赠送礼物后	vo_give_gift_904009	vo_give_gift_904009	1	哈~没想到小丑也有收到美味食物的一天！	哈~沒想到小丑也有收到美味食物的一天！	Ha ha. Who would've thought even a clown would have a day to each such delicious food!	あはっ！まさかピエロが美味しい料理がもらえる日が来るとは……！	하~ 이렇게 맛있는 음식을 받는 날이 나 조커에게도 오다니!	ฮ่า​~​ ไม่​นึก​เลย​ว่า​ตัวตลก​อย่าง​ฉัน​จะ​มี​วันที่​ได้​ลิ้มรส​อาหาร​อร่อย​กับ​เขา​ด้วย​น่ะ​!​	哈~没想到小丑也有收到美味食物的一天！	哈~沒想到小丑也有收到美味食物的一天！	Haha. Who would've thought that even a humble jester like myself would be treated to such a scrumptious feast?	あはっ！まさかピエロが美味しい料理がもらえる日が来るとは……！	하~ 이렇게 맛있는 음식을 받는 날이 나 조커에게도 오다니!	ฮ่า​~​ ไม่​นึก​เลย​ว่า​ตัวตลก​อย่าง​ฉัน​จะ​มี​วันที่​ได้​ลิ้มรส​อาหาร​อร่อย​กับ​เขา​ด้วย​น่ะ​!​
159	904010	1	伊雷	打招呼	vo_hello_gift_904010	vo_hello_gift_904010	1	我俩什么关系了，你还跟我搞这套？！……不过我可没说不喜欢，咳咳。	我倆什麼關係了，你還跟我搞這套？！……不過我可沒說不喜歡，咳咳。	What kind of relationship do we have that you're still playing this trick on me?!...But I didn't say I didn't like it, ahem.	俺らの仲だろ、そういうのやめろよ？！（咳払い）いや、別に嫌いだとか言ってないだろ。	우리가 무슨 사이라고 이렇게까지 해? ! 뭐 그렇다고 싫다는 건 아니고, 크흠.	เรา​สอง​คน​เป็น​อะไร​กัน​รึ​ไง​ นาย​ถึง​มา​ทำ​อะไร​แบบนี้​กับ​ฉัน​?!...​ แต่​ไม่​ได้​บอ​กว่า​ไม่​ชอบ​นะ​ อะ​แฮ่ม​	我俩什么关系了，你还跟我搞这套？！……不过我可没说不喜欢，咳咳。	我倆什麼關係了，你還跟我搞這套？！……不過我可沒說不喜歡，咳咳。	Just what sort of bond do we share that you feel compelled to pull these playful pranks on me?! ...Though, I must admit, I never said I found them unappealing	俺らの仲だろ、そういうのやめろよ？！（咳払い）いや、別に嫌いだとか言ってないだろ。	우리가 무슨 사이라고 이렇게까지 해? ! 뭐 그렇다고 싫다는 건 아니고, 크흠.	เรา​สอง​คน​เป็น​อะไร​กัน​รึ​ไง​ นาย​ถึง​มา​ทำ​อะไร​แบบนี้​กับ​ฉัน​?!...​ แต่​ไม่​ได้​บอ​กว่า​ไม่​ชอบ​นะ​ อะ​แฮ่ม​
160	904010	3	伊雷	赠送礼物后	vo_give_gift_904010	vo_give_gift_904010	1	不错嘛，看不出啊！兄弟你眼光真不赖！	不錯啊，看不出啊！兄弟你眼光真不賴！	Not bad. Who would've guessed! Brother, you have a good eye!	悪くない、流石だ！相棒、良いセンスしてんな！	제법인데? 생긴 것과 다르게 센스가 있어, 브라더!	ก็​ไม่เลว​ นึกไม่ถึง​เลย​นะ​!​ นาย​นี่​ไม่​ธรรมดา​จริงๆ​!​	不错嘛，看不出啊！兄弟你眼光真不赖！	不錯啊，看不出啊！兄弟你眼光真不賴！	Not bad. Who would've guessed! You have a good eye!	悪くない、流石だ！相棒、良いセンスしてんな！	제법인데? 생긴 것과 다르게 센스가 있어, 브라더!	ก็​ไม่เลว​ นึกไม่ถึง​เลย​นะ​!​ นาย​นี่​ไม่​ธรรมดา​จริงๆ​!​
161	904014	1	依依	打招呼	vo_hello_gift_904014	vo_hello_gift_904014_1	1	咦，调查官哥哥要送礼物给依琳吗？好开心！	咦，調查官哥哥要送禮物給依琳嗎？好開心！	Huh, is Inspector going to give Elaine a gift? Delightful!	あれ、調査官お兄さん、エリンにプレゼントしてくれるのですか？嬉しいです！	앗, 조사관 오빠, 일레인한테 선물 주는 거예요? 정말 기뻐요!	อ๊ะ​ พี่​ผู้ตรวจการ​จะ​ให้​ของขวัญ​เอ​เลน​เหรอ​คะ​?​ ดีใจ​จัง​เลย​!​	咦，调查官姐姐要送礼物给依琳吗？好开心！	咦，調查官姐姐要送禮物給依琳嗎？好開心！	Huh, is Miss Inspector going to give Elaine a gift? Delightful!	あれ、調査官お姉さん、エリンにプレゼントしてくれるのですか？嬉しいです！	앗, 조사관 언니, 일레인한테 선물 주는 거예요? 정말 기뻐요!	อ๊ะ​ พี่​ผู้ตรวจการ​จะ​ให้​ของขวัญ​เอ​เลน​เหรอ​คะ​?​ ดีใจ​จัง​เลย​!​
162	904014	3	依依	赠送礼物后	vo_give_gift_904014	vo_give_gift_904014_1	1	调查官哥哥，依琳会把它珍藏一生的！	調查官哥哥，依琳會把它珍藏一生的！	Mr. Inspector, Elaine will treasure it for a lifetime!	調査官お兄さん、ありがとうございます！一生大切にしますから！	조사관 오빠, 이 선물 평생 간직할게요!	พี่​ผู้ตรวจการ​ เอ​เลน​จะ​เก็บรักษา​มัน​ไว้​ตลอดชีวิต​เลย​ค่ะ​!​	调查官姐姐，依琳会把它珍藏一生的！	調查官姐姐，依琳會把它珍藏一生的！	Miss Inspector, Elaine will treasure it for a lifetime!	調査官お姉さん、ありがとうございます！一生大切にしますから！	조사관 언니, 이 선물 평생 간직할게요!	พี่​ผู้ตรวจการ​ เอ​เลน​จะ​เก็บรักษา​มัน​ไว้​ตลอดชีวิต​เลย​ค่ะ​!​
163	904015	1	怪力巨兔	打招呼	vo_hello_gift_904015	vo_hello_gift_904015	1	是要送我什么好玩的东西吗？嘻嘻，你真好！	是要送我什麼好玩的東西嗎？嘻嘻，你真好！	Are you going to give me something fun? Hehe, you are so nice!	何か面白いものをくれるの？ヒヒッ、優しいね！	새로운 놀잇감을 주는 거야? 헤헤, 네가 최고야!	จะ​ให้​อะไร​สนุก​ๆ​ กับ​ฉัน​เหรอ​?​ ฮิ​ฮิ​ คุณ​ใจดี​จัง​!​	是要送我什么好玩的东西吗？嘻嘻，你真好！	是要送我什麼好玩的東西嗎？嘻嘻，你真好！	Are you going to give me something fun? Hehe, you are so sweet!	何か面白いものをくれるの？ヒヒッ、優しいね！	새로운 놀잇감을 주는 거야? 헤헤, 네가 최고야!	จะ​ให้​อะไร​สนุก​ๆ​ กับ​ฉัน​เหรอ​?​ ฮิ​ฮิ​ คุณ​ใจดี​จัง​!​
164	904015	3	怪力巨兔	赠送礼物后	vo_give_gift_904015	vo_give_gift_904015	1	嘻嘻嘻，谢谢你，我很开心哟！	嘻嘻嘻，謝謝你，我很開心喲！	Hehehe, thank you, I'm so happy!	ヒヒッ、ありがとう、嬉しいよ！	헤헤헤, 고마워, 나 지금 완전 신나!	ฮิฮิฮิ​ ขอบคุณ​นะ​ ฉัน​ดีใจ​มาก​เลย​ล่ะ​!​	嘻嘻嘻，谢谢你，我很开心哟！	嘻嘻嘻，謝謝你，我很開心喲！	Hehehe, thank you, I'm so happy!	ヒヒッ、ありがとう、嬉しいよ！	헤헤헤, 고마워, 나 지금 완전 신나!	ฮิฮิฮิ​ ขอบคุณ​นะ​ ฉัน​ดีใจ​มาก​เลย​ล่ะ​!​
165	904020	1	杰克皇	打招呼	vo_hello_gift_904020	vo_hello_gift_904020	1	我刚想来找你，你就出现在了我的面前。这不正是命运吗？	我剛想來找你，你就出現在了我的面前。這不正是命運嗎？	I was just about to come find you, and here you are! Isn't this fate?	お訪ねしようとしたら、貴方が目の前に現れました。これは、まさしく運命じゃないでしょうか。	안 그래도 찾으러 갈 참이었는데 제 발로 찾아왔군. 이런 게 바로 운명 아니겠어?	ฉัน​กำลังจะ​ไปหา​คุณ​พอดี​ แล้ว​คุณ​ก็​โผล่​ตัว​ออกมา​ตรงหน้า​ นี่​มัน​โชคชะตา​ชัด​ๆ​ เลย​นะ​!​	我刚想来找你，你就出现在了我的面前。这不正是命运吗？	我剛想來找你，你就出現在了我的面前。這不正是命運嗎？	I was just about to come find you, and here you are! Isn't this fate?	お訪ねしようとしたら、貴方が目の前に現れました。これは、まさしく運命じゃないでしょうか。	안 그래도 찾으러 갈 참이었는데 제 발로 찾아왔군. 이런 게 바로 운명 아니겠어?	ฉัน​กำลังจะ​ไปหา​คุณ​พอดี​ แล้ว​คุณ​ก็​โผล่​ตัว​ออกมา​ตรงหน้า​ นี่​มัน​โชคชะตา​ชัด​ๆ​ เลย​นะ​!​
166	904020	3	杰克皇	赠送礼物后	vo_give_gift_904020	vo_give_gift_904020	1	没想到竟然能收到你的礼物，看来我也得为你备上一份厚礼才行啊！	沒想到竟然能收到你的禮物，看來我也得為你備上一份厚禮才行啊！	I never expected to receive a gift from you. Looks like I'll have to prepare a generous gift for you too!	まさか貴方からプレゼントが頂けるとは……これはお礼をしなければなりませんね！	너한테 선물을 받을 줄이야... 그렇다면 나도 푸짐한 선물로 보답해야겠지!	ไม่​คิด​ว่า​จะ​ได้รับ​ของขวัญ​จาก​คุณ​ ดูท่า​ฉัน​ก็​ต้อง​เตรียม​ของ​ตอบแทน​ให้​คุณ​สัก​ชิ้น​แล้ว​ล่ะ​!​	没想到竟然能收到你的礼物，看来我也得为你备上一份厚礼才行啊！	沒想到竟然能收到你的禮物，看來我也得為你備上一份厚禮才行啊！	I never expected to receive a gift from you. Looks like I'll have to prepare a generous gift for you too!	まさか貴方からプレゼントが頂けるとは……これはお礼をしなければなりませんね！	너한테 선물을 받을 줄이야... 그렇다면 나도 푸짐한 선물로 보답해야겠지!	ไม่​คิด​ว่า​จะ​ได้รับ​ของขวัญ​จาก​คุณ​ ดูท่า​ฉัน​ก็​ต้อง​เตรียม​ของ​ตอบแทน​ให้​คุณ​สัก​ชิ้น​แล้ว​ล่ะ​!​
167	904022	1	死神	打招呼	vo_hello_gift_904022	vo_hello_gift_904022	1	竟然有人要送我礼物？真是太有趣了。	竟然有人要送我禮物？真是太有趣了。	Someone actually wants to give me a gift? This is quite amusing.	吾輩にプレゼントか？面白いぞ。	내게 선물을 하려는 자가 있다니? 아주 흥미롭군.	ไม่​นึก​ว่า​จะ​มี​คน​ให้​ของขวัญ​ฉัน​ด้วย​?​ น่าสนใจ​จริงๆ​	竟然有人要送我礼物？真是太有趣了。	竟然有人要送我禮物？真是太有趣了。	Someone actually wants to give me a gift? This is quite amusing.	吾輩にプレゼントか？面白いぞ。	내게 선물을 하려는 자가 있다니? 아주 흥미롭군.	ไม่​นึก​ว่า​จะ​มี​คน​ให้​ของขวัญ​ฉัน​ด้วย​?​ น่าสนใจ​จริงๆ​
